propietario|prop_tgr_id|rut
ADMITEC S A|E000000387|89822600-K
ALUVIAL CONSULTORIA HIDROGEOLOGI|E000000387|76365203-3
ADOLFO ALFARO Y COMPANIA LIMITAD|E000000388|77785220-5
ADOLFO ROJAS Y CIA|E000000389|76468220-3
ADONIA SYSTEMES SPA|E000000390|77367285-7
ADOV CONTADORES LIMITADA|E000000391|76770323-6
ADRIA SPA|E000000392|76509838-6
ADRIAN AMPUERO INGENIERIA SPA|E000000393|76211887-4
ADRIANO S A|E000000395|96762170-6
ADSMUNDO TURISMO LTDA|E000000396|0-0
ADU ABOGADOS ASOCIADOS Y COMPANI|E000000397|0-0
ALVAREZ Y ASOCIADOS ESTUDIOS CLINICOS SP|E000000397|77025379-9
ADV INMOBILIARIA E INVERSIONES SPA|E000000398|76993082-5
ADVANCE CHILE SPA|E000000399|77107573-8
ADVANCED MEDICAL PRODUCTS SPA|E000000400|76018213-3
ADVANSOLUTION TECNOLOGIA LIMITADA|E000000401|76005406-2
ADVANTAGE ODONTOLOGIA CLINICA LIMITADA|E000000402|76030090-K
ADVEN SPA|E000000403|76622858-5
ADVICE ASESORES LIMITADA|E000000404|76149704-9
ADYREN ADMINIST Y RENTAS LTDA|E000000405|86346300-9
AYREN ADMINIST Y RENTAS LTDA|E000000405|86346300-9
AED INGENIERIA LIMITADA|E000000406|77712073-5
AMERICAN CONTAINER LINE S A|E000000406|99584650-0
AEDO EBNER MUNOZ ARQUITECTOS LTDA|E000000408|78438520-5
AEDO Y PLAZA LIMITADA|E000000409|76580264-4
AEPULVEDA PROFESIONALES ASOCIADOS Y|E000000410|0-0
AMIGORENA INGENIERIA Y CONSTRUCC|E000000410|76064989-9
AERO SERVICE SA|E000000411|76188714-9
AEROLINEAS ARGENTINAS S A|E000000412|81757500-5
AEROMAR CARGA LTDA|E000000413|0-0
AEROPACIFICO TRABAJOS AEREOS SPA|E000000414|76370024-0
AEROSERVICIO LTDA|E000000415|0-0
AEROSERVICIOS ANINAHUE LTDA|E000000416|0-0
AEROSERVICIOS CONIMEX LTDA|E000000417|89754300-1
AEROSTAR VENTILACION INDUSTRIAL LIMITADA|E000000418|78273550-0
AES SPA|E000000419|76224058-0
AESCHLIMANN SPA|E000000420|76753884-7
AESCHLIMANN Y FAURE LIMITADA|E000000421|76328323-2
AET CHILE SPA|E000000422|76340921-K
AETNA CHILE SEG VIDA S A|E000000423|0-0
AETNA SALUD S A|E000000424|0-0
ANALISIS DESARROLLO Y FUTURO S A|E000000424|96500320-7
AF CHILE SOCIEDAD LIMITADA|E000000425|0-0
AF CHILE SPA|E000000426|0-0
AF INVERSIONES SPA|E000000427|0-0
ANDES SERVICIOS TECNOL GICOS SPA|E000000427|76226819-1
AFA SPA|E000000428|77363486-6
AFIC CHILE S A|E000000429|99543010-K
AFONDO INVERSIONES SPA|E000000430|76408869-7
AFP HABITAT|E000000431|0-0
ANDREAS VAN TUIL INVERSIONES MUL|E000000431|76299970-6
AFP HABITAT S A|E000000432|0-0
AFP HABITAT SA|E000000432|0-0
ANDRES GONZALEZ GIBSON INVERSION|E000000432|77130111-8
ANDRES GONZALEZ GIBSON INVERSIONES EMPRE|E000000432|77130111-8
AFTER MI LUGAR FAVORITO LIMITADA|E000000433|76702328-6
AG AD JULIO VALLEJOS A Y CIA LTDA|E000000434|0-0
AG AD JULIO VALLEJOS Y CIA LTDA|E000000435|0-0
AG ADUANA B PERINETTI Y CIA LTDA|E000000436|0-0
AG ADUANA HUMBERTO ESCOBAR R CIA LT|E000000437|0-0
AG ASESORIAS Y SERVICIOS|E000000438|0-0
AG DE ADUANA S POLLMANN Y CIA LTDA|E000000439|0-0
AG INVERSORES SPA|E000000440|77268487-8
ANITA M FERNANDEZ Y CIA|E000000440|76344180-6
AG VIAJ MAYORISTA VIA CLUB LTDA|E000000441|0-0
AGACOR II SPA|E000000442|77094257-8
AGAR TURU SPA|E000000443|76969453-6
AGC MONTAJES S A|E000000444|0-0
AGEN DE ADUANA HERNAN PIZARRO LTDA|E000000445|0-0
AGEN DE VIAJES M VIA CLUB LTDA|E000000446|0-0
AGENC ADUANA LUIS PEDEVILA CIA LTDA|E000000447|0-0
AGENC ADUANAS F SOLORZA Y CIA LTDA|E000000448|0-0
AGENC PRODUCT QUIMICOS ANDIMEX LTDA|E000000449|0-0
AGENCIA DE ADUANA B PERINETTI Z CIA|E000000450|0-0
AOF SPA|E000000451|76953582-9
AGENCIA DE DISENO CUBO ROJO S P A|E000000452|76075232-0
AGENCIA DE EVENTOS TOTALES LIMIT|E000000453|78477880-0
AGENCIA DE EVENTOS TOTALES LTDA|E000000453|78477880-0
AGENCIA DE INVESTIGACION DE MERC|E000000454|0-0
APABLAZA Y CRESPILLO ASOCIADOS S|E000000455|99512880-2
AGENCIA DE PUBLICIDAD GANA Y ASOCIADOS L|E000000456|78912880-4
AGENCIA DE PUBLICIDAD MOZTRO LIMITADA|E000000457|76990829-3
AGENCIA DE VIAJES MAYORISTA VIA CLUB LIM|E000000459|78340390-0
AGENCIA EFE SA|E000000461|93619000-6
AGENCIA FLACA ESTUDIO SPA|E000000462|76848477-5
AGENCIA IMPORTADORA KUTZ LTDA|E000000463|84950200-K
AGENCIA INICIATIVAS LOC SOC LTDA|E000000464|0-0
ARAB Y ESPINURA LIMITADA|E000000464|70971800-2
AGENCIA INTERNACIONAL DE EDUCACI|E000000465|0-0
AGENCIA NACIONAL DE INTELIGENCIA|E000000466|61923300-K
AGENCIAS UNIVERSALES S A|E000000467|96566940-K
AGENCIAS UNIVERSALES SA|E000000467|96566940-K
AGENTE DE NAVES ALFARO LIMITADA|E000000468|76434160-0
AGESTA SERVICIOS LIMITADA|E000000469|76082091-1
AGFOR LIMITED PARTNERSHIP|E000000470|0-0
AGH SPA|E000000471|77307868-8
AGILISTIK SPA|E000000472|76770674-K
AGINCOURT INVERSIONES SPA|E000000473|77851803-1
AGNACIO ABUD Y CIA LITDA|E000000474|0-0
AGNOV SOLUTIONS TELECOMUNICACION|E000000475|0-0
AGNOV SOLUTIONS TELECOMUNICACIONES SPA|E000000476|76092344-3
AGORA CENTRO DE SALUD MENTAL LIMITADA|E000000477|77148411-5
AGORA COMUNICACIONES LIMITADA|E000000478|0-0
ARCA VIAJES LIMITADA|E000000478|76069404-5
AGOYAN INMOBILIARIA Y CONSTRUCCI|E000000479|76720713-1
AGR SAN ADOLFO DE TUTUQUEN LTDA|E000000480|0-0
AGRI SCIENCES CHILE SPA|E000000481|76609669-7
AGRIC CHACAREROS DE CHILE|E000000482|0-0
ARCOIRIS SOC INMOB Y DE INVERSIONES|E000000482|79587570-0
AGRIC E INMOB PIRQUE LTDA|E000000483|79524170-1
AGRICOLA E INMOB PIRQUE LTDA|E000000483|79524170-1
AGRICOLA E INMOBILIARIA PIRQUE LTDA|E000000483|79524170-1
SOC AGRICOLA E INMOB PIRQUE LTDA|E000000483|79524170-1
AGRIC E INMOB VALLES Y VALLES|E000000484|0-0
AGRIC E INMOBILIARIA PORTEZUEL|E000000485|0-0
AGRIC E INVERSIONES BMC LIMITADA|E000000486|78066770-2
AGRICOLA E INVERSIONES B M C LIM|E000000486|78066770-2
AGRICOLA E INVERSIONES B M C LIMITADA|E000000486|78066770-2
AGRICOLA E INVERSIONES B M C LTD|E000000486|78066770-2
AGRICOLA E INVERSIONES BMC LTDA|E000000486|78066770-2
AGRIC INMOB E INV LOS ULMOS LTDA|E000000487|78099430-4
AGRIC INV Y RENTAS TALCAREHUE S|E000000488|0-0
AGRICOLA  INMOBILIARIA Y COMERCI|E000000489|0-0
INMOBILIARIA AGRICOLA Y COMERCIA|E000000489|0-0
AGRICOLA AGRINAMARC SPA|E000000490|76094674-5
AGRICOLA AGUYAPI LIMITADA|E000000491|77595900-2
AGRICOLA ALCANTARA LIMITADA|E000000492|76568850-7
AGRICOLA ALPEZ LIMITADA|E000000493|0-0
ARIDOS QUINTAR LTDA|E000000493|79740760-7
AGRICOLA ALTO DEL SOL SPA|E000000494|77478825-5
AGRICOLA AMPEMO SPA|E000000495|0-0
AGRICOLA ANDALUCIA LIMITADA|E000000496|76351373-4
AGRICOLA APOQUINDO S A|E000000497|96643110-5
AGRICOLA ARIZTIA LIMITADA|E000000498|82557000-4
AGRICOLA ARIZTIA LTDA|E000000498|82557000-4
AGRICOLA BAUZA LIMITADA|E000000499|76152200-0
AGRICOLA BAYONA LIMITADA|E000000500|77423577-9
AGRICOLA BECO LIMITADA|E000000501|96607280-6
AGRICOLA BELEN SPA|E000000502|76965265-5
AGRICOLA BELLAVISTA LIMITADA|E000000503|76031176-6
AGRICOLA BELLAVISTA S A|E000000504|99516760-3
AGRICOLA CACERES FEREZ LIMITADA|E000000505|79660810-2
AGRICOLA CAROLINA LIMITADA|E000000506|77435784-K
AGRICOLA CASA NOBLE LIMITADA|E000000507|76181004-9
AGRICOLA CASAS DEL BOSQUE LIMITA|E000000508|78187230-K
AGRICOLA CASAS DEL BOSQUE LIMITADA|E000000508|78187230-K
AGRICOLA CECHI LIMITADA|E000000509|0-0
AGRICOLA CERRO ALTO LTDA|E000000510|77019290-0
AGRICOLA CHAMPULLI LIMITADA|E000000511|76491500-3
AGRICOLA CIPRESES DE SANTO DOMINGO SPA|E000000512|76350058-6
AGRICOLA COCULE SA|E000000513|0-0
AGRICOLA COMERCIAL E INDUSTRIAL BUEN RET|E000000514|96521870-K
ARQUITECTURA E INVERSIONES GESTA|E000000514|96528980-1
AGRICOLA COMERCIAL H ROMERO LIMITADA|E000000515|89747600-2
AGRICOLA COMERCIAL INMOBILIARIA E INVE|E000000516|0-0
AGRICOLA COMERCIAL Y DE INVERSIONESLOS P|E000000517|78340020-0
AGRICOLA CONQUISTADORES S A|E000000518|77387970-2
AGRICOLA COVENFRUT LIMITADA|E000000519|78531460-3
AGRICOLA COVENFRUT LTDA|E000000519|78531460-3
AGRICOLA CUATRO ESTRELLAS LIMITADA|E000000520|76183750-8
AGRICOLA DE CANDELARIA LIMITADA|E000000521|76329747-0
AGRICOLA DECOTERRA LIMITADA|E000000522|76555900-6
AGRICOLA DEL PILAR LIMITADA|E000000523|76847588-1
AGRICOLA DEL VALLE S A|E000000524|96955410-0
AGRICOLA DELTA CUATRO SPA|E000000525|76824670-K
AGRICOLA DON EUGENIO LIMITADA|E000000526|79926460-9
AGRICOLA DONA JIMENA LIMITADA|E000000527|76239529-0
AGRICOLA DONAN LTDA|E000000528|78086690-K
AGRICOLA DONAU LTDA|E000000528|78086690-K
AGRICOLA E INMOB C Y C LTDA|E000000529|78517790-8
AGRICOLA E INMOBILIARIA C Y C LTDA|E000000529|78517790-8
AGRICOLA E INMOB J SUAREZ G EIRL|E000000530|0-0
AGRICOLA E INMOB LOS NOGALES LTDA|E000000531|77755530-8
ARRENDADORA DE EQUIPOS TECNOGRUA|E000000531|77771220-9
AGRICOLA E INMOB STA MARTA LTD|E000000532|96928820-6
AGRICOLA E INMOBILIARIA CLAUVER|E000000533|79892260-2
AGRICOLA E INMOBILIARIA EL LUCER|E000000534|0-0
AGRICOLA E INMOBILIARIA EMBARAK|E000000535|76378275-1
AGRICOLA E INMOBILIARIA JAIME SU|E000000536|0-0
AGRICOLA E INMOBILIARIA JAIME SUAREZ|E000000537|76007948-0
AGRICOLA E INMOBILIARIA LA PRIMAVERA LIM|E000000538|77781420-6
AGRICOLA E INMOBILIARIA LENGA SPA|E000000539|77026098-1
AGRICOLA E INMOBILIARIA LUCY ASC|E000000541|0-0
ARTURO AZOCAR PIECKERT Y COMPANIA LIMITA|E000000541|78544790-5
AGRICOLA E INMOBILIARIA LUCY ASCUI MURIL|E000000542|0-0
AGRICOLA E INMOBILIARIA LUMACO S A|E000000543|96761430-0
AGRICOLA E INMOBILIARIA MACO LIMITADA|E000000544|76501822-6
AGRICOLA E INMOBILIARIA OHIGGINS SA|E000000545|0-0
AGRICOLA E INMOBILIARIA PEREZ DE ARCE Y|E000000546|0-0
ARTUS INVERSIONES SPA|E000000546|77338853-9
AGRICOLA E INMOBILIARIA QUINTETO|E000000547|76455148-6
AGRICOLA E INMOBILIARIA ROZAS PAZ Y COMP|E000000548|76466685-2
AGRICOLA E INMOBILIARIA SAN ANDRES LIMIT|E000000550|76156151-0
AGRICOLA E INMOBILIARIA SAN ISIDRO LIMIT|E000000552|78195510-8
AGRICOLA E INMOBILIARIA SAN LUCAS LIMITA|E000000553|79521670-7
AGRICOLA E INMOBILIARIA SANTA ESTRELLA S|E000000554|0-0
AGRICOLA E INMOBILIARIA SANTA LAURA SPA|E000000555|76423784-6
AGRICOLA E INV LA VINA SA|E000000556|76805181-K
AGRICOLA E INVERSIONES LA VINA S A|E000000556|76805181-K
AGRICOLA EL INV LA VINA SA|E000000556|76805181-K
AGRICOLA E INV MARYLO LTDA|E000000557|76046034-6
AGRICOLA E INVERSIONES MARYLO LI|E000000557|76046034-6
AGRICOLA E INV SAN ALBERTO S A|E000000558|86196600-3
AGRICOLA E INVER SAN ALBERTO S A|E000000558|86196600-3
AGRICOLA E INVERSIONES SAN ALBER|E000000558|86196600-3
AGRICOLA E INVERSIONES SAN ALBERTO S A|E000000558|86196600-3
AGRICOLA E INVERSIONES AGROVAL L|E000000559|77226510-7
ARZOBISPADO COLEGIO EL DORADO|E000000559|76918020-6
AGRICOLA E INVERSIONES LA QUIHUA LTD|E000000560|89444300-6
AGRICOLA E INVERSIONES LA QUIHUA LTDA|E000000560|89444300-6
ARZOBISPADO SANTIAGO PARROQUIA SANA|E000000560|81795143-0
AGRICOLA E INVERSIONES LAS PALOM|E000000561|0-0
AGRICOLA E INVERSIONES LAS PETACA LIMITA|E000000562|79726570-5
AGRICOLA E INVERSIONES LOS MARCO|E000000564|0-0
AGRICOLA E INVERSIONES LOS MARCOS LIMITA|E000000564|0-0
AGRICOLA E INVERSIONES LOS MARCOS S A|E000000564|0-0
AGRICOLA E INVERSIONES PENABLANC|E000000566|0-0
AGRICOLA E INVERSIONES PUCON SPA|E000000567|76044762-5
AGRICOLA E INVERSIONES QUENEHUAO SPA|E000000568|77150874-K
AGRICOLA E INVERSIONES RILAN S A |E000000569|96985880-0
AGRICOLA E INVERSIONES RILAN SA|E000000569|96985880-0
ASE E INVERSIONES DE LA FUENTE L|E000000569|76442950-8
ASES E INVERSIONES DE LA FUENTE|E000000569|76442950-8
AGRICOLA E INVERSIONES S A |E000000570|0-0
AGRICOLA E INVERSIONES SAGURIE L|E000000571|77851110-K
AGRICOLA E INVERSIONES SANTA SAR|E000000573|0-0
AGRICOLA E INVERSIONES SANTA SARITA LIMI|E000000574|78836640-K
ASES  MOB  E INMOB  MONTERO VIDAL LTDA |E000000575|76376258-0
ASES MOB  E INMOB  MONTERO VIDAL LTDA |E000000575|76376258-0
AGRICOLA E INVERSIONES TRAVERSO ECHENIQU|E000000575|0-0
AGRICOLA E INVERSIONES VI AL LIMITADA|E000000576|0-0
AGRICOLA EL BOSQUE LIMITADA|E000000577|78993480-0
AGRICOLA EL CAMPANARIO S A|E000000578|99569470-0
AGRICOLA EL CARDAL LTDA|E000000579|77705790-1
AGRICOLA EL CARMEN LIMITADA|E000000580|76379874-7
AGRICOLA EL CORTIJO LIMITADA|E000000581|78275880-2
AGRICOLA EL ESTERO LIMITADA|E000000582|76069934-9
ASES E INVERS ASINCORP S A|E000000582|96636300-2
AGRICOLA EL LABERINTO LIMITADA|E000000583|77823920-5
AGRICOLA EL LIBANO LTDA|E000000584|78285060-1
AGRICOLA EL LLANO LIMITADA|E000000585|76523328-3
AGRICOLA EL MAITEN LIMITADA|E000000586|76047230-1
AGRICOLA EL PRINCIPAL LIMITADA|E000000587|76152190-K
ASES E INVERSIONES FERNANDEZ LTD|E000000587|76395070-0
AGRICOLA EL ROBLE SOCIEDAD COLECTIVA|E000000588|76180500-2
ASES E INVERSIONES LOS TAJIBOS L|E000000588|78730080-4
ASES E INVERSIONES PAIHUEN LIMIT|E000000589|76061049-6
ASESORIAS E INVERSIONES PAIHUEN LIMITADA|E000000589|76061049-6
AGRICOLA EL SAUZAL LIMITADA|E000000589|76525830-8
AGRICOLA EL TINEO LIMITADA|E000000590|76180784-6
AGRICOLA EL TRANQUERO LIMITADA|E000000591|76025137-2
AGRICOLA ELMU LIMITADA|E000000592|0-0
AGRICOLA ESCORIAL LIMITADA|E000000593|76018887-5
AGRICOLA ESTELA SPA|E000000594|76031949-K
ASES VERGARA Y SILVA LTDA|E000000594|77736152-K
AGRICOLA FORESTAL CALERA DE TANGO LIMITA|E000000595|76031409-9
ASES Y COMERCIALIZADORA TELSAC L|E000000595|79931750-8
AGRICOLA FORESTAL SANTAANA LTDA|E000000596|96537550-3
AGRICOLA FORESTAL SANTANA LTDA|E000000596|96537550-3
AGRICOLA FORESTAL Y COMERCIAL GARZA S A|E000000597|79502550-2
AGRICOLA FORESTAL Y PESQ MELON S A|E000000598|0-0
AGRICOLA FRANCISCO LIMITADA|E000000599|77423980-4
AGRICOLA FULLERTON LIMITADA|E000000600|77107140-6
AGRICOLA GANADERA HARAS CARIOCA LTDA |E000000601|96568100-0
AGRICOLA GAYBA S A|E000000602|96505990-3
AGRICOLA HUECHUQUITO LIMITADA|E000000603|76310060-K
AGRICOLA INDEPENDENCIA S A|E000000604|0-0
AGRICOLA INM E INV LOS LIMITADA|E000000605|0-0
AGRICOLA INM E INV LOS ULMOS LI|E000000606|78099430-4
AGRICOLA INM E INV LOS ULMOS LIM|E000000606|78099430-4
AGRICOLA INMO E INV LOS ULMOS LT|E000000606|78099430-4
AGRICOLA INMOB E INV LOS ULMOS L|E000000607|78099430-4
AGRICOLA INMOB Y COMER EL CARMEN|E000000608|89231500-0
AGRICOLA INMOBILIARIA E INVERSIO|E000000609|0-0
AGRICOLA INMOBILIARIA E INVERSIONES|E000000610|0-0
AGRICOLA INMOBILIARIA E INVERSIONES LA O|E000000611|0-0
AGRICOLA INMOBILIARIA E INVERSIONES LOS|E000000612|0-0
ASESORES Y CONSULTORES DE INTELI|E000000612|76334505-K
AGRICOLA INMOBILIARIA LOS OLMOS|E000000613|76670980-K
AGRICOLA INVERSIONES E INMOBILIARIA HUEC|E000000614|79934920-5
AGRICOLA INVERSIONES Y RENTAS TA|E000000615|0-0
ASESORIA BENTO LTDA YOTRO|E000000615|77624940-8
AGRICOLA INVERSIONES Y RENTAS TALCAREHU|E000000616|0-0
AGRICOLA INVERSIONES Y SERVICIOS|E000000617|0-0
AGRICOLA INVRSIONES Y RENTAS TALCAREHUE|E000000618|0-0
AGRICOLA JACUSIEL SPA|E000000619|76026618-3
AGRICOLA LA ARBOLEDA LIMITADA|E000000620|76499747-6
AGRICOLA LA CHIMBA LIMITADA|E000000621|79677780-K
AGRICOLA LA COMPANIA S A |E000000622|0-0
AGRICOLA LA PERLA LIMITADA|E000000623|79666030-9
AGRICOLA LA PERLA LTDA|E000000623|79666030-9
AGRICOLA LA PIRAMIDE LTDA|E000000624|78785890-2
AGRICOLA LA PUNTA LIMITADA|E000000625|78107660-0
AGRICOLA LA PUNTA LTDA|E000000625|78107660-0
AGRICOLA LA RIOJA LIMITADA|E000000626|76904570-8
AGRICOLA LA SELVA LTDA|E000000627|79562460-0
AGRICOLA LAS ENCINAS LTDA|E000000628|79596840-7
AGRICOLA LAS MERCEDES LIMITADA|E000000629|77164302-7
AGRICOLA LAS MERCEDES MG LIMITAD|E000000630|76107510-1
AGRICOLA LAS PALMAS DEL OLIVETO LIMIT|E000000631|78346700-3
AGRICOLA LAS PALOMERAS LIMITADA|E000000632|76086670-9
ASESORIA E INVERSIONES INTEGRALE|E000000633|78740770-6
ASESORIAS E INVERSIONES INTEGRAL|E000000633|78740770-6
AGRICOLA LAS PERDICES PAILLACO LTDA|E000000633|89339800-7
AGRICOLA LAS VERTIENTES LIMITADA|E000000634|79833560-K
AGRICOLA LAS VIOLETAS SPA|E000000635|77546418-6
AGRICOLA LILIANNA Y COMPANIA|E000000636|76200685-5
ASESORIA E INVERSIONES P Y C LTD|E000000636|76627428-5
AGRICOLA LOMBARDI S A|E000000637|96530910-1
AGRICOLA LONCO LIMITADA|E000000638|76054862-6
AGRICOLA LOS CANELOS LIMITADA|E000000639|76749018-6
AGRICOLA LOS CEDROS LIMITADA|E000000640|77189309-0
AGRICOLA LOS CEREZOS LIMITADA|E000000641|78370440-4
AGRICOLA LOS FUNDADORES LIMITADA|E000000642|0-0
AGRICOLA LOS FUNDADORES LTDA|E000000642|0-0
ASESORIA INMOBILIARIA E INVERSIO|E000000643|77688536-3
ASESORIAS  INMOBILIARIA E INVERS|E000000643|77688536-3
ASESORIAS E INVERSIONES INMOBILI|E000000643|77688536-3
ASESORIAS INMOBILIARIAS E INVERS|E000000643|77688536-3
ASESORIAS INVERSIONES E INMOBILI|E000000643|77688536-3
ASESORIAS INVERSIONES E INMOBILIARI|E000000643|77688536-3
INMOBILIARIA  ASESORIAS E INVERS|E000000643|77688536-3
INMOBILIARIA ASESORIAS E INVERSI|E000000643|77688536-3
INVERSIONES ASESORIAS E INMOBILI|E000000643|77688536-3
AGRICOLA LOS GRANEROS LIMITADA|E000000643|79504820-0
AGRICOLA LOS HUERTOS LIMITADA|E000000644|76224370-9
AGRICOLA LOS LINGUES LIMITADA|E000000645|78122600-9
ASESORIA INTEGRA LIMITADA|E000000645|78610180-8
AGRICOLA LOS NOGALES LTDA|E000000646|76024517-8
AGRICOLA LOS NOTROS PAILLACO LIMITADA|E000000647|89874000-5
AGRICOLA LOS PEQUENES LIMITADA|E000000648|76066181-3
AGRICOLA LOS PEUMOS LTDA|E000000649|78912160-5
AGRICOLA LOS QUILLALLES DEL MAULE SPA|E000000650|76746177-1
ASESORIA INVERSIONES ARQUITECTURA Y PROY|E000000650|76002273-K
AGRICOLA LOS SOCIOS LIMITADA|E000000651|78445340-5
AGRICOLA LUCERO SPA|E000000652|77054286-3
AGRICOLA MACARO S A|E000000653|96983700-5
AGRICOLA MANANTIALES LIMITADA|E000000654|89168500-9
AGRICOLA MANUEL SANTA MARIA S A|E000000655|96777960-1
AGRICOLA MG LIMITADA|E000000656|0-0
AGRICOLA MI TIERRA LIMITADA|E000000657|77057367-K
AGRICOLA MR LIMITADA|E000000658|0-0
ASESORIA MOBILIARIA E INMOBILIAR|E000000659|76376258-0
ASESORIA MOBILIARIA E INMOBILIARIA MONTE|E000000659|76376258-0
AGRICOLA NACIONAL S A C E I|E000000659|0-0
AGRICOLA NACIONAL SAC E I|E000000660|91253000-0
AGRICOLA NAVARRA LIMITADA|E000000661|76522850-6
AGRICOLA NIZIER LIMITADA|E000000662|0-0
AGRICOLA OLIVARES LIMITADA|E000000663|76262620-9
AGRICOLA PACOAL LIMITADA|E000000664|77467535-3
AGRICOLA PAICO LIMITADA|E000000665|76534391-7
AGRICOLA PALOS NEGROS SPA|E000000666|76413736-1
AGRICOLA PEUMO NEGRO LIMITADA|E000000667|77207230-9
AGRICOLA PORTO FINO SPA|E000000668|96638980-K
AGRICOLA POTRERO LARGO LIMITADA|E000000669|0-0
AGRICOLA PRIMA LIMITADA|E000000670|76468496-6
AGRICOLA PRODUCTOS SILVESTRES LIMITADA|E000000671|0-0
AGRICOLA PROMACO LIMITADA|E000000672|77350410-5
AGRICOLA PUCON LIMITADA|E000000673|77673270-2
AGRICOLA QUILACURA LIMITADA|E000000674|0-0
AGRICOLA QUILAQUIN Y CIA|E000000675|0-0
AGRICOLA QUILAQUIR Y CIA LIMITADA|E000000676|79853050-K
AGRICOLA QUINO LIMITADA|E000000677|79822440-9
AGRICOLA RAG LIMITADA|E000000678|77826470-6
AGRICOLA RIBAGORZA SPA|E000000679|76526418-9
AGRICOLA RIOS DIAZ LIMITADA|E000000680|76265575-6
AGRICOLA SAN ALBERTO LIMITADA|E000000681|78743520-3
AGRICOLA SAN ALFONSO SPA|E000000682|77763826-2
AGRICOLA SAN BENITO SPA|E000000683|77441877-6
AGRICOLA SAN CLEMENTE LIMITADA|E000000684|79500510-2
AGRICOLA SAN EDUARDO LIMITADA|E000000685|76009204-5
AGRICOLA SAN FRANCISCO DE ACULEO LIMITAD|E000000686|89212000-5
AGRICOLA SAN JOSE DE LA GRANJA LIMITADA|E000000687|77956940-3
AGRICOLA SAN LUIS LIMITADA|E000000688|78425790-8
AGRICOLA SAN MATIAS LTDA|E000000689|88902100-4
AGRICOLA SAN RAFAEL S A|E000000690|96516290-9
AGRICOLA SAN SEBASTIAN LIMITADA|E000000691|76414775-8
AGRICOLA SAN TELMO LIMITADA|E000000692|0-0
AGRICOLA SANTA ALEJANDRA LIMITAD|E000000693|77963829-4
AGRICOLA SANTA ANITA S A|E000000694|76076627-5
AGRICOLA SANTA CARMENCITA LIMITA|E000000695|77510245-4
AGRICOLA SANTA DANIELA LIMITADA|E000000696|76309174-0
AGRICOLA SANTA FLORENCIA LIMITAD|E000000697|78859360-0
AGRICOLA SANTA MACARENA LIMITADA|E000000698|77818600-4
AGRICOLA SANTA SILVIA LIMITADA|E000000699|76203859-5
AGRICOLA SANTA SIMONA LIMITADA|E000000700|76690434-3
AGRICOLA SANTA TERESA DE NALTAGUA LIMIT|E000000701|78048850-6
AGRICOLA SANTA TERESA LIMITADA|E000000702|76327902-2
AGRICOLA SANTA VIRGINIA   TENO LIMITADA|E000000703|76012255-6
AGRICOLA SANTISIMA TRINIDAD SPA|E000000704|76125569-K
AGRICOLA SANTO TOMAS LIMITADA|E000000705|76207410-9
AGRICOLA STA ELVIRA LTDA|E000000706|76227654-2
AGRICOLA TEXTIL SA|E000000707|0-0
AGRICOLA TORRENUEVA LIMITADA|E000000708|77428520-2
AGRICOLA TRES AGUAS LIMITADA|E000000709|76204335-1
AGRICOLA UNION I LIMITADA|E000000711|76281597-4
AGRICOLA VICUNA LIMITADA|E000000713|76028691-5
ASESORIAS E INV LA BARCA LTDA|E000000713|76036816-4
AGRICOLA Y COMERCIAL AGROBAZAEZ LIMITADA|E000000714|76368227-7
ASESORIAS E INV LOS LILENES LTDA |E000000714|76418841-1
ASESORIAS E INV MADRIGIAN LTDA|E000000715|77265520-7
AGRICOLA Y COMERCIAL CARMEN DE LAS R|E000000716|79782540-9
AGRICOLA Y COMERCIAL CARO HERMANOS LIMIT|E000000717|78300800-9
AGRICOLA Y COMERCIAL CENTAURA LI|E000000718|77609570-2
AGRICOLA Y COMERCIAL CENTAURA LIMITADA|E000000718|77609570-2
AGRICOLA Y COMERCIAL EL TAIQUE S|E000000719|99564370-7
AGRICOLA Y COMERCIAL FROMISTA SPA|E000000721|78189250-5
AGRICOLA Y COMERCIAL GU LIMITADA|E000000722|0-0
AGRICOLA Y COMERCIAL LOS FAROLES LIMIT|E000000723|78422890-8
AGRICOLA Y COMERCIAL M Y A LIMIT|E000000724|78167970-4
ASESORIAS E INVERSIONEE VIA BLANCA LIMIT|E000000724|76102163-K
AGRICOLA Y COMERCIAL MARCIAL IGN|E000000725|0-0
AGRICOLA Y COMERCIAL MARDONES Y|E000000726|0-0
AGRICOLA Y COMERCIAL SANTA CECILIA SOCIE|E000000727|96549220-8
AGRICOLA Y COMERCIAL SANTA MAGDALENA SPA|E000000728|76511307-5
AGRICOLA Y COMERCIAL VILUCO LTDA|E000000729|79598880-7
AGRICOLA Y CONSTRUCTORA FRANKLIN BELISAR|E000000730|0-0
AGRICOLA Y FORESTAL CARIMAHUIDA LIMITADA|E000000731|76115050-2
AGRICOLA Y FORESTAL COFANTI CENTRO SPA|E000000732|76528563-1
AGRICOLA Y FORESTAL COFANTI SUR SPA|E000000733|76524347-5
AGRICOLA Y FORESTAL EL PEUMO LTD|E000000734|77742310-K
AGRICOLA Y FORESTAL FRUTILLAR SPA|E000000735|77697671-7
AGRICOLA Y FORESTAL GIGLIO LIMIT|E000000736|76076080-3
AGRICOLA Y FORESTAL HALLULLAS LIMITADA|E000000737|79786080-8
