cluster_id|rank|b_id|b_name|score
78|2|76190730-1|INVERSIONES SANTA MARIA S.A|1.0
78|2|77132112-7|ACOSTA CONSTRUCCIONES SPA|0.5617
78|3|76047528-9|INVERSIONES SANTA MARIA S.A.|1.0
78|3|77602714-6|ACOSTA CONSTRUCCIONES SPA|0.5617
79|1|77248510-7|AUGUSTO VILLACURA E HIJOS LIMITADA|0.7599
79|1|77875845-8|ACR SPA|0.7854
79|2|77833931-5|A. GODOY E HIJOS LIMITADA|0.6787
79|2|76932429-1|ACR SPA|0.7854
79|3|76484533-1|AVILA E HIJOS LIMITADA|0.6405
79|3|76509898-K|ACR INVERSIONES SPA|0.7007
80|1|96698820-7|A Y A INMOBILIARIA S A|1.0
80|1|77037221-6|OBRAS Y PROYECTOS SPA|0.7135
80|2|76467990-3|INMOBILIARIA AYA S A|0.9035
80|2|77072660-3|PROYECTOS Y OBRAS LIMITADA|0.6963
80|3|76692111-6|INMOBILIARIA A Y A  SPA|0.6977
80|3|77811987-0|OBRAS Y PROYECTOS LIMITADA|0.6963
81|1|76137346-3|A Y B INVERSIONES LIMITADA|1.0
81|1|76741381-5|INMOBILIARIA DUBLE ALMEYDA SPA|0.6948
81|2|79594400-1|INVERSIONES A Y B LIMITADA|0.891
81|2|76578959-1|ALMEYDA SPA|0.652
81|3|76401613-0|A Y B LIMITADA|0.7776
81|3|76513753-5|ACTUAL CHILE SPA|0.6463
82|1|79731220-7|A Y C IMPRESORES LIMITADA|1.0
82|1|99580360-7|ACTUAL SERVICIOS S A|0.6392
82|2|77069913-4|AYC ASESORES LIMITADA|0.7119
82|2|76405380-K|INMOBILIARIA BROWN NORTE  S A|0.6184
82|3|77390691-2|A & C ASESORIAS LIMITADA|0.7037
82|3|77063689-2|INVERSIONES BROWN NORTE SPA|0.6145
83|1|76131738-5|ADMINISTRADORA LOT PARK LIMITADA|0.5898
83|1|99580360-7|ACTUAL SERVICIOS S A|0.6684
83|2|76283410-3|GREEN PARK LIMITADA|0.546
83|2|76178816-7|ANTONIO VARAS SPA|0.653
83|3|77904679-6|ENGINE PARK LIMITADA|0.4989
83|3|96541180-1|INMOBILIARIA ANTONIO VARAS SA|0.6294
84|1|77883914-8|A&D INVERSIONES SPA|1.0
84|1|76602527-7|ACUÑA, LEÓN Y COMPAÑÍA LIMITADA|0.6705
84|2|76690139-5|A Y D INVERSIONES SPA|1.0
84|2|76469735-9|MONDACA Y COMPA?IA LIMITADA|0.6617
84|3|77031227-2|INVERSIONES A&D SPA|0.8818
84|3|77053416-K|BECERRA Y COMPA?IA LIMITADA|0.6515
85|1|77715230-0|A Y H INGENIERIA  ELECTRICA LIMITADA|1.0
85|1|78170340-0|INVERSIONES CHUNGUNGO LIMITADA|0.6854
85|2|79872390-1|INGENIERIA ELECTRICA LTDA|0.8467
85|2|78419330-6|INVERSIONES CHUNGUNGO LTDA|0.6854
85|3|76290903-0|INGENIERIA ELECTRICA LIMITADA|0.8467
85|3|76787060-4|ACUICOLA CORDILLERA LIMITADA|0.6508
86|1|77565967-K|AYR LIMITADA|1.0
86|1|76176771-2|ACVERTICAL INGENIERIA Y ARQUITECTURA SPA|0.7746
86|2|76317081-0|A Y R LIMITADA|1.0
86|2|76628369-1|INGENIERIA Y PROYECTOS LIMITADA|0.5198
86|3|77824516-7|A&R LIFT LIMITADA|0.8375
86|3|77745682-2|FGMI INGENIERÍA Y ARQUITECTURA LIMITADA|0.5025
87|1|76092073-8|PRIETO LIMITADA|0.8413
87|2|77440032-K|PRIETO LIMITADA|0.8413
87|3|76317081-0|A Y R LIMITADA|0.7685
89|1|77543854-1|A3CP SPA|0.431
89|1|76921436-4|SOCIEDAD EL ABETO LIMITADA|0.5532
89|2|76280004-7|A3CUBICA SPA|0.4083
89|2|76150250-6|AGRICOLA EL ABETO LIMITADA|0.5293
89|3|77463575-0|A31 DESIGN SPA|0.3814
89|3|53315737-8|COMUNIDAD EDIFICIO EL ABETO|0.4707
90|1|76860657-9|A5 EXPORT SPA|1.0
90|1|78297610-9|ADARCOM S A|0.5811
90|2|76934028-9|ANDES EXPORT SPA|0.6818
90|2|96762170-6|ADRIANO S.A.|0.5452
90|3|77364233-8|H EXPORT SPA|0.6782
90|3|99580720-3|ADARCRIL S A|0.5075
91|1|77811021-0|AAA SERVICIOS LEGALES LIMITADA|1.0
91|1|99530860-6|INMOBILIARIA LOS SAUCES SOCIEDAD ANONIMA|0.7344
91|2|79590610-K|SERVICIOS LEGALES LIMITADA|0.878
91|2|76850270-6|INMOB LOS SAUCES SA|0.7344
91|3|76120794-6|SERVICIOS LEGALES LIMITADA|0.878
91|3|76574192-0|INMOBILIARIA LOS SAUCES SPA|0.7108
92|1|76018423-3|ALMAZARA CORP S.A.|0.5961
92|1|77926993-0|A.D.C SPA|0.6725
92|2|76212772-5|SRB CORP S.A|0.5934
92|2|99573090-1|ADC SPA|0.6725
92|3|76425398-1|ORDEN CORP S.A.|0.5897
92|3|76236669-K|ADC DATA CENTER S.A.|0.5515
93|1|77157275-8|AAGS SERVICIOS Y PROCEDIMIENTOS MEDICOS SPA|0.9619
93|1|76156818-3|ADDENS CONSULTORES S.P.A.|0.7242
93|2|77861648-3|CEAR SERVICIOS Y PROCEDIMIENTOS MEDICOS LIMITADA|0.7111
93|2|76337126-3|ADDE VALOREM CONSULTORES LIMITADA|0.6326
93|3|77884148-7|SERVICIOS MEDICOS SPA|0.6739
93|3|78192720-1|ADVISE CONSULTORES LIMITADA|0.6315
94|1|76456265-8|SOCIEDAD DE PROFESIONALES AAB ABOGADOS LIMITADA|0.4214
94|1|77676326-8|ADELPACK CONCEPCION LIMITADA|0.4645
94|2|76532140-9|AART PRODUCCIONES LIMITADA|0.394
94|2|76353243-7|SOCIEDAD ADENCUL CONSTRUCCIONES Y SERVICIOS LIMITADA|0.447
94|3|76293977-0|AAGLASS LIMITADA|0.3891
94|3|76177872-2|MOVIMIENTOS DE TIERRA Y CONSTRUCCIONES SANTA ADELA LIMITADA|0.4443
95|1|76306269-4|AARON INMOBILIARIA LIMITADA|0.6354
95|1|94832000-2|ADESA S A|0.5786
95|2|77690430-9|AARON IMPORTADORA SOCIEDAD COMERCIAL E INDUSTRIAL LIMITADA|0.6094
95|2|96963690-5|ADITIVA S A|0.5021
95|3|79547650-4|IMPORTADORA STAR LIMITADA|0.5974
95|3|99501550-1|ADI CONSULTORA S A|0.4902
96|1|77690430-9|AARON IMPORTADORA SOCIEDAD COMERCIAL E INDUSTRIAL LIMITADA|0.797
96|1|99566330-9|DESARROLLOS INMOBILIARIOS S A|0.7867
96|2|77921144-4|SOCIEDAD COMERCIAL E INDUSTRIAL SPA|0.7949
96|2|76142643-5|DESARROLLOS INMOBILIARIOS S A|0.7867
96|3|76079868-1|SOCIEDAD COMERCIAL E INDUSTRIAL SANCHEZ LIMITADA|0.7013
96|3|76011138-4|DESARROLLOS INMOBILIARIOS SOCIEDAD ANONIMA|0.7867
97|1|76871810-5|AARONING INGENIERIA NEGOCIOS Y GESTION LIMITADA|0.7773
97|1|76454040-9|ADMINISTRADORA DE FONDOS DE INVERSION ABSAL  S A|0.7954
97|2|76421679-2|INGENIERIA Y NEGOCIOS SOCIEDAD POR ACCIONES|0.6983
97|2|76836710-8|ADM DE FONDOS DE INVERSION CONSISTORIAL SA|0.7558
97|3|77236237-4|INGENIERIA Y NEGOCIOS  SPA|0.6983
97|3|76751690-8|ADM DE FONDOS DE INVERSION PRIVADOS LA FORESTA SA|0.7098
98|1|77269791-0|AASA SPA|1.0
98|1|76197482-3|INVERSIONES E INMOBILIARIA CERRO COLORADO LIMITADA|0.7774
98|2|78054782-0|AASHTA SPA|0.5737
98|2|77378940-1|INMOBILIARIA E INVERSIONES CERRO COLORADO LIMITADA|0.7701
98|3|76710989-K|AAS SPA|0.5636
98|3|76142334-7|INMOBILIARIA E INVERSIONES CERRO COLORADO LIMITADA|0.7701
99|1|99542780-K|AB CREDIT LEASING Y FACTORING S.A.|1.0
99|1|77284950-8|SERVICIOS SERCO LTDA|0.6586
99|2|99568420-9|CREDITO Y FACTORING S.A.|0.6545
99|2|76842260-5|ADM DE SERVICIOS AUTOMOTRICES LTDA|0.6362
99|3|96629000-5|CHILE FACTORING SA|0.582
99|3|76893532-7|ADM SERVICE LIMITADA|0.6178
100|1|96593500-2|COYANCURA INVERSIONES S A|0.6672
100|2|76144869-2|INVERSIONES COYANCURA SPA|0.6356
100|3|76836710-8|ADM DE FONDOS DE INVERSION CONSISTORIAL SA|0.5871
101|1|76925680-6|ADMINISTRADORA DE INVERSIONES LOS COIPOS SPA|0.6995
101|2|76752716-0|ADM INVERSIONES LIMITADA|0.6702
101|3|76955633-8|SOCIEDAD DE TRANSPORTES LOS COIPOS LIMITADA|0.6359
102|1|78289660-1|AB SAMI SERVICIOS INTEGRADOS LIMITADA|1.0
102|1|77201009-5|ADM SERVICIOS GENERALES SPA|0.7991
102|2|76087640-2|SERVICIOS INTEGRADOS LIMITADA|0.8043
102|2|52000453-K|ADM DE SERVICIOS GENERALES CARMEN CECILIA GARCIA CALLE E I R L|0.7212
102|3|77517110-3|SERVICIOS INTEGRADOS LIMITADA|0.8043
102|3|76541152-1|EMPRESA DE SERVICIOS GENERALES SPA|0.7048
103|1|76089173-8|ABAKO - PARTNERS CONSULTORES LIMITADA|1.0
103|1|76927643-2|FONDO DE INVERSION PRIVADO S.A.|0.6206
103|2|76546340-8|SOCIEDAD PARTNERS CONSULTORES LTDA|0.7897
103|2|76836710-8|ADM DE FONDOS DE INVERSION CONSISTORIAL SA|0.558
103|3|77567680-9|PARTNERS Y CONSULTORES LTDA|0.7842
103|3|76337531-5|FONDO DE INVERSION PRIVADO 360 S.A.|0.5494
104|1|79709770-5|ABAL CONFECCIONES LIMITADA|1.0
104|1|76083063-1|INMOBILIARIA E INVERSIONES COYANCURA LIMITADA|0.7764
104|2|76374983-5|ALL CONFECCIONES LIMITADA|0.7457
104|2|76845300-4|INVERSIONES E INMOB COYANCURA LTDA|0.7675
104|3|76207417-6|ALFA CONFECCIONES LIMITADA|0.716
104|3|76752716-0|ADM INVERSIONES LIMITADA|0.7188
105|1|76072477-7|ABARCA RAMIREZ & ASOCIADOS COMPANIA LIMITADA|0.7932
105|1|79550480-K|ADMINISTRACIONES E INVERSIONES MARTINEZ GAMBOA LIMITADA|0.765
105|2|78031324-2|ABARCA & ASOCIADOS SPA|0.767
105|2|76151441-5|INVERSIONES MARTINEZ LIMITADA|0.7213
105|3|76758954-9|RAMIREZ Y ASOCIADOS SPA|0.7585
105|3|76743021-3|INVERSIONES E INMOBILIARIA MARTINEZ LIMITADA|0.6992
106|1|77761903-9|ABARCA Y OBREQUE INMOBILIARIA S.P.A.|1.0
106|1|76743021-3|INVERSIONES E INMOBILIARIA MARTINEZ LIMITADA|0.6454
106|2|78031324-2|ABARCA & ASOCIADOS SPA|0.6405
106|2|76752716-0|ADM INVERSIONES LIMITADA|0.6344
106|3|77027017-0|OBREQUE & OTÁROLA SPA|0.5918
106|3|76151441-5|INVERSIONES MARTINEZ LIMITADA|0.6289
107|1|78012353-2|COMERCIAL FERNANDO ENRIQUE SPA|0.6827
107|1|76315857-8|INVERSIONES ADM S.A.|0.7031
107|2|77474841-5|COMERCIALIZADORA FERNANDO ENRIQUE LIMITADA|0.6739
107|2|76454040-9|ADMINISTRADORA DE FONDOS DE INVERSION ABSAL  S A|0.6925
107|3|76970985-1|AGRICOLA FERNANDO SPA|0.5411
107|3|76836710-8|ADM DE FONDOS DE INVERSION CONSISTORIAL SA|0.6403
108|1|76843770-K|ANDY COMBUSTIBLES SA|0.6708
108|1|77407088-5|SERVICIOS INTEGRALES ADM LIMITADA|0.6941
108|2|76089234-3|GENERACION COMBUSTIBLES S.A.|0.6317
108|2|78198780-8|ADMINISTRADORA GESTIONES INTEGRALES LONCO LTDA|0.682
108|3|96930650-6|SAN JAVIER COMBUSTIBLES S A|0.6311
108|3|77505604-5|SERVICIOS INTEGRALES LIMITADA|0.6317
109|1|79547750-0|ABASTECEDORA DE COPIADORAS SA|0.5885
109|1|76315857-8|INVERSIONES ADM S.A.|0.7796
109|2|76187614-7|ABASTECEDORA DEL COMERCIO NACIONAL SOCIEDAD ANONIMA|0.5878
109|2|76454040-9|ADMINISTRADORA DE FONDOS DE INVERSION ABSAL  S A|0.5718
109|3|96753900-7|SOC ABASTECEDORA INDUSTRIAL S A|0.5847
109|3|77635966-1|INVERSIONES ADM SPA|0.5585
110|1|99569240-6|ABASTECEDORA DE EMPRESAS S A|0.7113
110|1|76097269-K|SOCIEDAD DE INVERSIONES LA CRUZ LIMITADA|0.7826
110|2|99599300-7|ABASTECEDORA DE RESTAURANTES S.A.|0.7009
110|2|76181061-8|INVERSIONES LA CRUZ LIMITADA|0.7797
110|3|96812080-8|ABASTECEDORA DE RESTAURANTES S A|0.7009
110|3|77899489-5|INVERSIONES LA CRUZ LIMITADA|0.7797
111|1|79847860-5|ABASTECIMIENTOS GENERALES S A|1.0
111|1|77670120-3|ADMINISTRAC INVERSIONES Y ASESORIAS INMOBILIARIAS 26 DE JUNIO LIMITADA|0.5986
111|2|77536178-6|ABASTECIMIENTOS GENERALES SPA|0.7794
111|2|77569318-5|INV ADM Y ASESORIAS TRUST AMD SPA|0.5377
111|3|76043038-2|SERVICIOS GENERALES S.A.|0.7191
111|3|76436236-5|ADM ADMINISTRACION Y ASESORIAS LIMITADA|0.5288
112|1|77536178-6|ABASTECIMIENTOS GENERALES SPA|0.8258
112|1|76423487-1|INVERSIONES METROPOLIS S.A.|0.7519
112|2|79847860-5|ABASTECIMIENTOS GENERALES S A|0.7959
112|2|76209332-4|INMOBILIARIA METROPOLIS S.A|0.6648
112|3|76296039-7|ABASTECIMIENTOS GENERALES TERESA CARVAJAL VARGAS E.I.R.L.|0.7288
112|3|99561380-8|ADMINISTRADORA METROPOLIS S A|0.6518
113|1|77783750-8|ABASTECIMIENTOS TECNICOS LIMITADA|1.0
113|1|96936640-1|INVERSIONES COSTANERA S A|0.639
113|2|76197155-7|SERVICIOS TECNICOS LIMITADA|0.7302
113|2|96613860-2|INMOBILIARIA COSTANERA SA|0.6003
113|3|96653100-2|REVESTIMIENTOS TECNICOS LIMITADA|0.7111
113|3|96684830-8|INMOBILIARIA COSTANERA S A|0.6003
114|1|78737530-8|ABASTOPLAST LIMITADA|1.0
114|1|77124786-5|COSTANERA SPA|0.6232
114|2|76723877-0|ABASTC LIMITADA|0.5522
114|2|77749812-6|COSTANERA SPA|0.6232
114|3|76347676-6|ABORTPEST LIMITADA|0.4624
114|3|96936640-1|INVERSIONES COSTANERA S A|0.5918
115|1|96909950-0|ABATTE PRODUCTOS PARA OFICINA S A|1.0
115|1|96572670-5|LOS ACANTOS SA|0.6341
115|2|96991460-3|COMERCIALIZADORA PARA PRODUCTOS AUDIOVISUALES S A|0.5749
115|2|96530510-6|INMOBILIARIA LOS ACANTOS SA|0.6016
115|3|76100498-0|PRODUCTOS Y SERVICIOS S.A.|0.5612
115|3|76176835-2|LOS ACANTOS SPA|0.5984
116|1|92805000-9|ABB S A|1.0
116|1|76881700-6|ADM DE PASEOS SA|0.4899
116|2|96937920-1|ABBYLAB S A|0.575
116|2|77606365-7|ADM GROUP SPA|0.4862
116|3|99535880-8|ABBACO SOCIEDAD ANONIMA|0.5607
116|3|77178288-4|ADM ZUÑIGA SPA|0.4787
117|1|77102128-K|ABBAV SPA|1.0
117|1|96665340-K|INVERSIONES LA FLORIDA S. A.|0.6467
117|2|77021107-7|ABBAV COMERCIAL SPA|0.7325
117|2|96905620-8|INVERSIONES LA FLORIDA S A|0.6467
117|3|76844093-K|ABBALTO SPA|0.5472
117|3|99591310-0|AGRICOLA LA FLORIDA S A|0.6276
118|1|81378300-2|ABBOTT LABORATORIES DE CHILE LTDA|1.0
118|1|77785108-K|MERCADO CHILE SPA|0.5349
118|2|76388855-K|ABBOTT LABORATORIES (CHILE) HOLDCO (DOS) SPA|0.6288
118|2|76572462-7|INVERSIONES MERCADO SPA|0.5227
118|3|76381445-9|ABBOTT LABORATORIES(CHILE) HOLDCO SPA|0.5622
118|3|77370718-9|INVERSIONES MERCADO SPA|0.5227
119|1|77635031-1|ABC INVERSIONES SPA|0.8174
119|1|78736750-K|ADMINISTRACION E INVERSIONES LORENA LTDA|0.745
119|2|76256076-3|INVERSIONES DOS SPA|0.8102
119|2|78341590-9|ADMINIST E INVERSIONES R Y P LTDA|0.69
119|3|76416763-5|INVERSIONES DOS SPA|0.8102
119|3|76556813-7|COMERCIAL LORENA LIMITADA|0.5755
120|1|78125790-7|ABDALA Y COMPANIA LIMITADA|1.0
120|1|77880870-6|ADMINISTRACION CONTABLE Y TRIBUTARIA LIMITADA|0.7587
120|2|77087190-5|ABDALA ARTEAGA Y COMPANIA LIMITADA|0.8889
120|2|77050650-6|GESTION CONTABLE Y TRIBUTARIA LIMITADA|0.6915
120|3|77217050-5|DOCTORA VERONICA ABDALA HIRANE Y COMPANIA LIMITADA|0.7311
120|3|76503475-2|GESTION CONTABLE Y TRIBUTARIA SPA|0.6908
121|1|76483515-8|ABDO ESCAFF Y CIA LIMITADA|1.0
121|1|96884060-6|ADMINISTRADORA DE RESTAURANTES ARESTA S A|0.7463
121|2|76234260-K|YASMIN ESCAFF Y COMPANIA LIMITADA|0.7422
121|2|76662333-6|ADMINISTRADORA DE RESTAURANTES SPA|0.7106
121|3|77912970-5|ESCOBAR Y ESCOBAR COMPANIA LIMITADA|0.6265
121|3|77369173-8|ADMINISTRADORA DE RESTAURANTES LIMITADA|0.6989
122|1|76450164-0|ABEDRAPO LAGOS SPA|1.0
122|1|79712560-1|ADMINISTRACIONES E INVERSIONES C Y G LIMITADA|0.7899
122|2|77141259-9|LAGOS SPA|0.7315
122|2|78341590-9|ADMINIST E INVERSIONES R Y P LTDA|0.7639
122|3|77920853-2|SERVICIOS LAGOS SPA|0.6853
122|3|76444346-2|SERVICIOS E INVERSIONES CYG LTDA|0.757
123|1|76028069-0|ABELLA CONSULTORES LIMITADA|1.0
123|1|56001940-8|ADMINISTRACION EDIFICIO AV A VESPUCIO NORTE 440 456|0.5802
123|2|77001217-1|ABS CONSULTORES LIMITADA|0.6523
123|2|77047722-0|ADMINISTRADORA DE ESTACIONAMIENTOS A. VESPUCIO SPA|0.5619
123|3|77847337-2|ABRAHAM CONSULTORES LIMITADA|0.6287
123|3|77139270-9|SERVICIOS VESPUCIO LIMITADA|0.4923
124|1|77325180-0|ABINGRAF S A|1.0
124|1|76718380-1|ADMINISTRACION Y SEGURIDAD AVIPROT S A|0.6558
124|2|96557970-2|ABIASA S A|0.4818
124|2|77484677-8|ADMINISTRACIÓN Y SEGURIDAD LABORAL LUMBRERAS SPA|0.6422
124|3|99545130-1|ABITARE S A|0.4807
124|3|76148563-6|ADMINISTRACION Y SEGURIDAD FC LIMITADA|0.6371
125|1|76157325-K|ABITO GLOBAL - SERVICIOS PUBLICITARIOS SPA|0.7963
125|1|76422440-K|SOCIEDAD DE INVERSIONES COMERCIAL E INGENIERIA RICARDO ALE LIMITADA|0.533
125|2|77145614-6|GLOBAL SERVICIOS SPA|0.737
125|2|76023270-K|INMOBILIARIA E INVERSIONES ALEPH LIMITADA|0.506
125|3|77599559-9|SERVICIOS GLOBAL SPA|0.737
125|3|76177459-K|INMOBILIARIA E INVERSIONES ALERCE LIMITADA|0.4946
126|1|76157325-K|ABITO GLOBAL - SERVICIOS PUBLICITARIOS SPA|0.9192
126|1|77127363-7|ADMINISTRACIÓN E INVERSIONES SCHILLINGABOGADOS.COM SPA|0.6467
126|2|77439554-7|SERVICIOS PUBLICITARIOS SPA|0.7143
126|2|76421323-8|INVERSIONES SCHILLING SPA|0.4196
126|3|77930945-2|SERVICIOS PUBLICITARIOS SPA|0.7143
126|3|78792840-4|INVERSIONES SCHILLING SPA|0.4196
127|1|76264174-7|ABM ABOGADOS SPA.|1.0
127|1|76086541-9|ADMINISTRACION, EDIFICACION Y EXPLOTACION DE INMUEBLES SPA|0.6765
127|2|77224287-5|ABM SPA|0.716
127|2|79602330-9|EDIFICACION Y DISENO LIMITADA|0.6183
127|3|77660863-7|ABM SPA|0.716
127|3|76331396-4|ENERGIA Y EDIFICACION LIMITADA|0.5878
128|1|97951000-4|HSBC BANK (CHILE)|0.6138
128|1|61930600-7|DEPARTAMENTO DE ADMINISTRACION DE  EDUCACION MUNICIPAL|0.6106
128|2|76107469-5|ABN INMOBILIARIA SPA|0.595
128|2|69256900-8|DIRECCION ADMINISTRACION DE SALUD MUNICIPAL DE CONCEPCION|0.5883
128|3|77875339-1|ABN PIPE CHILE SPA|0.5947
128|3|56011010-3|ADMINISTRACION EDIFICIO FERMIN VIVACETA|0.5412
129|1|77677546-0|AMERIS SECURITIZADORA S.A.|0.6555
129|2|96765170-2|TRANSA SECURITIZADORA S A|0.6509
129|3|96847360-3|SECURITIZADORA SECURITY S.A.|0.6317
131|1|76949693-9|ABOGADOS Y CORRETAJES SPA|0.6403
131|1|79712560-1|ADMINISTRACIONES E INVERSIONES C Y G LIMITADA|0.7783
131|2|77319082-8|ABO CORREDORES SPA|0.6199
131|2|77240160-4|ADMINISTRACIONES E INVERSIONES C Y V LIMITADA|0.7736
131|3|77204973-0|RODES CORREDORA SPA|0.6085
131|3|78341590-9|ADMINIST E INVERSIONES R Y P LTDA|0.7728
132|1|76409308-9|ABOGADOS E INVERSIONES DIAZ Y COMPANIA LIMITADA|0.7937
132|1|77240160-4|ADMINISTRACIONES E INVERSIONES C Y V LIMITADA|0.725
132|2|77343535-9|DIAZ Y DIAZ SPA|0.5921
132|2|76306562-6|ADMINISTRACIONES E INVERSIONES AVANTIS LIMITADA|0.712
132|3|77872721-8|DIAZ Y DIAZ SPA|0.5921
132|3|85881600-9|ADMINISTRACIONES E INVERSIONES SAN MANUEL|0.7102
133|1|76409308-9|ABOGADOS E INVERSIONES DIAZ Y COMPANIA LIMITADA|0.9189
133|1|76022763-3|ADMINISTRACIONES FORESTALES MAYPA LIMITADA|0.7768
133|2|77163923-2|DIAZ & COMPANIA SPA|0.6795
133|2|77450577-6|ADMINISTRACIONES SPA|0.7495
133|3|76427596-9|DIAZ Y COMPANIA LIMITADA|0.6722
133|3|77322554-0|ADMINISTRACIONES CHILE SPA|0.6233
134|1|79968890-5|ABOGADOS PIZARRO BORGONO Y PIZARRO SAGUES LIMITADA|0.7776
134|1|79629970-3|INMOBILIARIA INVERSIONES Y ADMINISTRACIONES CORZA S A|0.7524
134|2|76892705-7|PIZARRO & PIZARRO SPA|0.7016
134|2|96967340-1|ADMINISTRACIONES LAS BELLOTAS S A|0.7114
134|3|76051838-7|PIZARRO & PIZARRO LIMITADA|0.6739
134|3|76008613-4|ADMINISTRACIONES Y SERVICIOS SOCIEDAD ANONIMA|0.6856
135|1|79968890-5|ABOGADOS PIZARRO BORGONO Y PIZARRO SAGUES LIMITADA|0.81
135|1|76899060-3|CARRASCO LTDA|0.769
135|2|76892705-7|PIZARRO & PIZARRO SPA|0.6563
135|2|76317361-5|CARRASCO LIMITADA|0.769
135|3|76516271-8|PIZARRO Y COMPAÑÍA ABOGADOS LIMITADA|0.6324
135|3|77529250-4|ADMINISTRADORA DE FRANQUICIAS CARRASCO Y COMPANIA LIMITADA|0.7286
137|1|76681714-9|ABR COMERCIAL SPA|1.0
137|1|99514490-5|ADMINISTRADORA DE CENTROS COMERCIALES S A|0.7858
137|2|77558685-0|COMERCIAL ABR CLIMA SPA|0.829
137|2|76004669-8|ADMINISTRADORA DE CENTROS COMERCIALES SPA.|0.781
137|3|76738072-0|SOCIEDAD COMERCIAL ABR SPA|0.8068
137|3|99537970-8|ADMINISTRADORA DE CENTROS COMERCIALES SPA|0.781
138|1|76984456-2|ABRAHAM SPA|0.5949
138|1|77856940-K|ADMINISTRADORA DE CENTROS DEPORTIVOS LIMITADA|0.7214
138|2|77250102-1|ABRAHAM SPA|0.5949
138|2|96554640-5|ADMINISTRADORA DE CENTROS DE DIALISIS S|0.718
138|3|53287560-9|SUC ANGEL ABRAHAM SUAZO JARA|0.4728
138|3|76693141-3|ADMINISTRADORA DE CENTROS MEDICOS SPA|0.6946
139|1|77577590-4|SALOMON SARFATIS Y COMPANIA LIMITADA|0.7339
139|1|77856940-K|ADMINISTRADORA DE CENTROS DEPORTIVOS LIMITADA|0.6832
139|2|76083339-8|ABRAHAM ZEDAN Y COMPANIA LIMITADA|0.7094
139|2|96554640-5|ADMINISTRADORA DE CENTROS DE DIALISIS S|0.679
139|3|77637510-1|ABRAHAM ZETT Y COMPANIA LIMITADA|0.6948
139|3|76693141-3|ADMINISTRADORA DE CENTROS MEDICOS SPA|0.652
140|1|86346000-K|ABRAMOVICZ Y CIA LTDA|1.0
140|1|77856940-K|ADMINISTRADORA DE CENTROS DEPORTIVOS LIMITADA|0.7915
140|2|76120933-7|INVERSIONES ABRAMOVICZ Y COMPANIA|0.7773
140|2|76089807-4|ADMINISTRADORA DE CENTROS DEPORTIVOS REDESA SPA|0.7426
140|3|78742770-7|INVERSIONES ABRAMOVICZ LTDA|0.6705
140|3|76693141-3|ADMINISTRADORA DE CENTROS MEDICOS SPA|0.7149
141|1|78499880-0|ABS KINESIOLOGOS S.A|1.0
141|2|99569700-9|A B S INGENIERIA S A|0.6575
141|3|76678010-5|ABS ABOGADOS S A|0.6423
142|1|79808860-2|ABSALON ESPINOSA INMOBILIARIA LIMITADA|0.9227
142|2|79513290-2|CONSTRUCTORA ABSALON ESPINOSA Y CIA LTDA|0.6252
142|3|52000982-5|INMOBILIARIA CECILIA ISABEL ESPINOSA REBOLLEDO E I R L|0.5558
143|1|79808860-2|ABSALON ESPINOSA INMOBILIARIA LIMITADA|1.0
143|1|96632170-9|PENTA LAS AMERICAS ADMINISTRADORA GENERAL DE FONDOS S.A.|0.5548
143|2|79513290-2|CONSTRUCTORA ABSALON ESPINOSA Y CIA LTDA|0.6774
143|2|96543910-2|ADMINISTRADORA JARDINES DE LA PENINSULA|0.5391
143|3|77280745-7|INMOBILIARIA ESPINOZA LIMITADA|0.6301
143|3|77413777-7|ADMINISTRADORA DE PESCA ARTESANAL RAGNAR SPA|0.5268
144|1|79543120-9|UGARTE Y COMPANIA LIMITADA|0.7749
144|2|80810900-K|ROJAS Y COMPANIA LIMITADA|0.7356
144|3|78634320-8|ROJAS  Y COMPANIA LTDA|0.7356
145|1|76777752-3|ABUDNIK SPA|1.0
145|2|77778563-K|ABUNDIA SPA|0.5182
145|3|76768084-8|ABURCAI SPA|0.4543
146|1|76731977-0|ABUFHELE MILAD SPA|1.0
146|2|77744608-8|COMERCIAL MILAD SPA|0.6947
146|3|77321498-0|CARLA ABUFHELE SPA|0.6654
147|1|76327248-6|ABURTO Y HERRERA SPA|1.0
147|1|77614620-K|ADMINISTRADORA DE FRANQUICIAS AMAUS SPA|0.7777
147|2|76918416-3|HERRERA Y HERRERA SPA|0.8275
147|2|77872491-K|ADMINISTRADORA DE FRANQUICIAS DABA LIMITADA|0.744
147|3|77051240-9|ABURTO & ABURTO SPA|0.8111
147|3|77596290-9|ADMINISTRADORA DE FRANQUICIAS MANDA LIMITADA|0.7411
148|1|76189227-4|ABUS CHILE SPA|1.0
148|2|77335079-5|ABUS CAR SPA|0.7043
148|3|77648795-3|ABAST CHILE SPA|0.6084
149|1|78785780-9|AC ASESORIAS EN MARKETING Y COMUNICACIONES LIMITADA|0.8659
149|2|77674560-K|ASESORIAS EN MARKETING Y COMUNICACIONES LIMITADA|0.7754
149|3|96984700-0|INVERSIONES Y ASESORIAS EN COMUNICACION S A|0.6983
150|1|76475735-1|AC CANTAUCO INMOBILIARIA SPA|1.0
150|2|77489818-2|INMOBILIARIA CANTARO SPA|0.5562
