propietario|prop_tgr_id
AGENCIA NACIONAL DE INTELIGENCIA|E000000466
AGENCIAS UNIVERSALES S A|E000000467
AGENCIAS UNIVERSALES SA|E000000467
AGENTE DE NAVES ALFARO LIMITADA|E000000468
AGESTA SERVICIOS LIMITADA|E000000469
ARAB Y ESPINURA LIMITADA|E000000469
AGFOR LIMITED PARTNERSHIP|E000000470
AGH SPA|E000000471
AGILISTIK SPA|E000000472
AGINCOURT INVERSIONES SPA|E000000473
AGNACIO ABUD Y CIA LITDA|E000000474
AGNOV SOLUTIONS TELECOMUNICACION|E000000475
AGNOV SOLUTIONS TELECOMUNICACIONES SPA|E000000476
AGORA CENTRO DE SALUD MENTAL LIMITADA|E000000477
AGORA COMUNICACIONES LIMITADA|E000000478
AGOYAN INMOBILIARIA Y CONSTRUCCI|E000000479
AGR SAN ADOLFO DE TUTUQUEN LTDA|E000000480
AGRI SCIENCES CHILE SPA|E000000481
AGRIC CHACAREROS DE CHILE|E000000482
AGRIC E INMOB PIRQUE LTDA|E000000483
AGRICOLA E INMOB PIRQUE LTDA|E000000483
AGRICOLA E INMOBILIARIA PIRQUE LTDA|E000000483
SOC AGRICOLA E INMOB PIRQUE LTDA|E000000483
ARCA VIAJES LIMITADA|E000000483
AGRIC E INMOB VALLES Y VALLES|E000000484
AGRIC E INMOBILIARIA PORTEZUEL|E000000485
AGRIC E INVERSIONES BMC LIMITADA|E000000486
AGRICOLA E INVERSIONES B M C LIM|E000000486
AGRICOLA E INVERSIONES B M C LIMITADA|E000000486
AGRICOLA E INVERSIONES B M C LTD|E000000486
AGRICOLA E INVERSIONES BMC LTDA|E000000486
AGRIC INMOB E INV LOS ULMOS LTDA|E000000487
ARCOIRIS SOC INMOB Y DE INVERSIONES|E000000487
AGRIC INV Y RENTAS TALCAREHUE S|E000000488
AGRICOLA  INMOBILIARIA Y COMERCI|E000000489
INMOBILIARIA AGRICOLA Y COMERCIA|E000000489
AGRICOLA AGRINAMARC SPA|E000000490
AGRICOLA AGUYAPI LIMITADA|E000000491
AGRICOLA ALCANTARA LIMITADA|E000000492
AGRICOLA ALPEZ LIMITADA|E000000493
AGRICOLA ALTO DEL SOL SPA|E000000494
AGRICOLA AMPEMO SPA|E000000495
AGRICOLA ANDALUCIA LIMITADA|E000000496
AGRICOLA APOQUINDO S A|E000000497
AGRICOLA ARIZTIA LIMITADA|E000000498
AGRICOLA ARIZTIA LTDA|E000000498
ARIDOS QUINTAR LTDA|E000000498
AGRICOLA BAUZA LIMITADA|E000000499
AGRICOLA BAYONA LIMITADA|E000000500
AGRICOLA BECO LIMITADA|E000000501
AGRICOLA BELEN SPA|E000000502
AGRICOLA BELLAVISTA LIMITADA|E000000503
AGRICOLA BELLAVISTA S A|E000000504
AGRICOLA CACERES FEREZ LIMITADA|E000000505
AGRICOLA CAROLINA LIMITADA|E000000506
AGRICOLA CASA NOBLE LIMITADA|E000000507
AGRICOLA CASAS DEL BOSQUE LIMITA|E000000508
AGRICOLA CASAS DEL BOSQUE LIMITADA|E000000508
AGRICOLA CECHI LIMITADA|E000000509
AGRICOLA CERRO ALTO LTDA|E000000510
AGRICOLA CHAMPULLI LIMITADA|E000000511
AGRICOLA CIPRESES DE SANTO DOMINGO SPA|E000000512
AGRICOLA COCULE SA|E000000513
AGRICOLA COMERCIAL E INDUSTRIAL BUEN RET|E000000514
AGRICOLA COMERCIAL H ROMERO LIMITADA|E000000515
AGRICOLA COMERCIAL INMOBILIARIA E INVE|E000000516
AGRICOLA COMERCIAL Y DE INVERSIONESLOS P|E000000517
AGRICOLA CONQUISTADORES S A|E000000518
AGRICOLA COVENFRUT LIMITADA|E000000519
AGRICOLA COVENFRUT LTDA|E000000519
ARQUITECTURA E INVERSIONES GESTA|E000000519
AGRICOLA CUATRO ESTRELLAS LIMITADA|E000000520
AGRICOLA DE CANDELARIA LIMITADA|E000000521
AGRICOLA DECOTERRA LIMITADA|E000000522
AGRICOLA DEL PILAR LIMITADA|E000000523
AGRICOLA DEL VALLE S A|E000000524
AGRICOLA DELTA CUATRO SPA|E000000525
AGRICOLA DON EUGENIO LIMITADA|E000000526
AGRICOLA DONA JIMENA LIMITADA|E000000527
AGRICOLA DONAN LTDA|E000000528
AGRICOLA DONAU LTDA|E000000528
AGRICOLA E INMOB C Y C LTDA|E000000529
AGRICOLA E INMOBILIARIA C Y C LTDA|E000000529
AGRICOLA E INMOB J SUAREZ G EIRL|E000000530
AGRICOLA E INMOB LOS NOGALES LTDA|E000000531
AGRICOLA E INMOB STA MARTA LTD|E000000532
AGRICOLA E INMOBILIARIA CLAUVER|E000000533
AGRICOLA E INMOBILIARIA EL LUCER|E000000534
AGRICOLA E INMOBILIARIA EMBARAK|E000000535
AGRICOLA E INMOBILIARIA JAIME SU|E000000536
ARRENDADORA DE EQUIPOS TECNOGRUA|E000000536
AGRICOLA E INMOBILIARIA JAIME SUAREZ|E000000537
AGRICOLA E INMOBILIARIA LA PRIMAVERA LIM|E000000538
AGRICOLA E INMOBILIARIA LENGA SPA|E000000539
AGRICOLA E INMOBILIARIA LUCY ASC|E000000541
AGRICOLA E INMOBILIARIA LUCY ASCUI MURIL|E000000542
AGRICOLA E INMOBILIARIA LUMACO S A|E000000543
AGRICOLA E INMOBILIARIA MACO LIMITADA|E000000544
AGRICOLA E INMOBILIARIA OHIGGINS SA|E000000545
AGRICOLA E INMOBILIARIA PEREZ DE ARCE Y|E000000546
ARTURO AZOCAR PIECKERT Y COMPANIA LIMITA|E000000546
AGRICOLA E INMOBILIARIA QUINTETO|E000000547
AGRICOLA E INMOBILIARIA ROZAS PAZ Y COMP|E000000548
AGRICOLA E INMOBILIARIA SAN ANDRES LIMIT|E000000550
ARTUS INVERSIONES SPA|E000000551
AGRICOLA E INMOBILIARIA SAN ISIDRO LIMIT|E000000552
AGRICOLA E INMOBILIARIA SAN LUCAS LIMITA|E000000553
AGRICOLA E INMOBILIARIA SANTA ESTRELLA S|E000000554
AGRICOLA E INMOBILIARIA SANTA LAURA SPA|E000000555
AGRICOLA E INV LA VINA SA|E000000556
AGRICOLA E INVERSIONES LA VINA S A|E000000556
AGRICOLA EL INV LA VINA SA|E000000556
AGRICOLA E INV MARYLO LTDA|E000000557
AGRICOLA E INVERSIONES MARYLO LI|E000000557
AGRICOLA E INV SAN ALBERTO S A|E000000558
AGRICOLA E INVER SAN ALBERTO S A|E000000558
AGRICOLA E INVERSIONES SAN ALBER|E000000558
AGRICOLA E INVERSIONES SAN ALBERTO S A|E000000558
AGRICOLA E INVERSIONES AGROVAL L|E000000559
AGRICOLA E INVERSIONES LA QUIHUA LTD|E000000560
AGRICOLA E INVERSIONES LA QUIHUA LTDA|E000000560
AGRICOLA E INVERSIONES LAS PALOM|E000000561
AGRICOLA E INVERSIONES LAS PETACA LIMITA|E000000562
AGRICOLA E INVERSIONES LOS MARCO|E000000564
AGRICOLA E INVERSIONES LOS MARCOS LIMITA|E000000564
AGRICOLA E INVERSIONES LOS MARCOS S A|E000000564
ARZOBISPADO COLEGIO EL DORADO|E000000564
ARZOBISPADO SANTIAGO PARROQUIA SANA|E000000565
AGRICOLA E INVERSIONES PENABLANC|E000000566
AGRICOLA E INVERSIONES PUCON SPA|E000000567
AGRICOLA E INVERSIONES QUENEHUAO SPA|E000000568
AGRICOLA E INVERSIONES RILAN S A |E000000569
AGRICOLA E INVERSIONES RILAN SA|E000000569
AGRICOLA E INVERSIONES S A |E000000570
AGRICOLA E INVERSIONES SAGURIE L|E000000571
ASE E INVERSIONES DE LA FUENTE L|E000000574
ASES E INVERSIONES DE LA FUENTE|E000000574
AGRICOLA E INVERSIONES SANTA SARITA LIMI|E000000574
AGRICOLA E INVERSIONES TRAVERSO ECHENIQU|E000000575
AGRICOLA E INVERSIONES VI AL LIMITADA|E000000576
AGRICOLA EL BOSQUE LIMITADA|E000000577
AGRICOLA EL CAMPANARIO S A|E000000578
AGRICOLA EL CARDAL LTDA|E000000579
ASES  MOB  E INMOB  MONTERO VIDAL LTDA |E000000580
ASES MOB  E INMOB  MONTERO VIDAL LTDA |E000000580
AGRICOLA EL CARMEN LIMITADA|E000000580
AGRICOLA EL CORTIJO LIMITADA|E000000581
AGRICOLA EL ESTERO LIMITADA|E000000582
AGRICOLA EL LABERINTO LIMITADA|E000000583
AGRICOLA EL LIBANO LTDA|E000000584
AGRICOLA EL LLANO LIMITADA|E000000585
AGRICOLA EL MAITEN LIMITADA|E000000586
AGRICOLA EL PRINCIPAL LIMITADA|E000000587
ASES E INVERS ASINCORP S A|E000000587
AGRICOLA EL ROBLE SOCIEDAD COLECTIVA|E000000588
AGRICOLA EL SAUZAL LIMITADA|E000000589
AGRICOLA EL TINEO LIMITADA|E000000590
AGRICOLA EL TRANQUERO LIMITADA|E000000591
AGRICOLA ELMU LIMITADA|E000000592
ASES E INVERSIONES FERNANDEZ LTD|E000000592
AGRICOLA ESCORIAL LIMITADA|E000000593
ASES E INVERSIONES LOS TAJIBOS L|E000000593
ASES E INVERSIONES PAIHUEN LIMIT|E000000594
ASESORIAS E INVERSIONES PAIHUEN LIMITADA|E000000594
AGRICOLA ESTELA SPA|E000000594
AGRICOLA FORESTAL CALERA DE TANGO LIMITA|E000000595
AGRICOLA FORESTAL SANTAANA LTDA|E000000596
AGRICOLA FORESTAL SANTANA LTDA|E000000596
AGRICOLA FORESTAL Y COMERCIAL GARZA S A|E000000597
AGRICOLA FORESTAL Y PESQ MELON S A|E000000598
AGRICOLA FRANCISCO LIMITADA|E000000599
ASES VERGARA Y SILVA LTDA|E000000599
AGRICOLA FULLERTON LIMITADA|E000000600
ASES Y COMERCIALIZADORA TELSAC L|E000000600
AGRICOLA GANADERA HARAS CARIOCA LTDA |E000000601
AGRICOLA GAYBA S A|E000000602
AGRICOLA HUECHUQUITO LIMITADA|E000000603
AGRICOLA INDEPENDENCIA S A|E000000604
AGRICOLA INM E INV LOS LIMITADA|E000000605
AGRICOLA INM E INV LOS ULMOS LI|E000000606
AGRICOLA INM E INV LOS ULMOS LIM|E000000606
AGRICOLA INMO E INV LOS ULMOS LT|E000000606
AGRICOLA INMOB E INV LOS ULMOS L|E000000607
AGRICOLA INMOBILIARIA E INVERSIO|E000000609
AGRICOLA INMOBILIARIA E INVERSIONES|E000000610
AGRICOLA INMOBILIARIA E INVERSIONES LA O|E000000611
AGRICOLA INMOBILIARIA E INVERSIONES LOS|E000000612
AGRICOLA INMOBILIARIA LOS OLMOS|E000000613
AGRICOLA INVERSIONES E INMOBILIARIA HUEC|E000000614
AGRICOLA INVERSIONES Y RENTAS TA|E000000615
AGRICOLA INVERSIONES Y RENTAS TALCAREHU|E000000616
AGRICOLA INVERSIONES Y SERVICIOS|E000000617
ASESORES Y CONSULTORES DE INTELI|E000000617
AGRICOLA INVRSIONES Y RENTAS TALCAREHUE|E000000618
AGRICOLA JACUSIEL SPA|E000000619
AGRICOLA LA ARBOLEDA LIMITADA|E000000620
ASESORIA BENTO LTDA YOTRO|E000000620
AGRICOLA LA CHIMBA LIMITADA|E000000621
AGRICOLA LA COMPANIA S A |E000000622
AGRICOLA LA PERLA LIMITADA|E000000623
AGRICOLA LA PERLA LTDA|E000000623
AGRICOLA LA PIRAMIDE LTDA|E000000624
AGRICOLA LA PUNTA LIMITADA|E000000625
AGRICOLA LA PUNTA LTDA|E000000625
AGRICOLA LA RIOJA LIMITADA|E000000626
AGRICOLA LA SELVA LTDA|E000000627
AGRICOLA LAS ENCINAS LTDA|E000000628
AGRICOLA LAS MERCEDES LIMITADA|E000000629
AGRICOLA LAS MERCEDES MG LIMITAD|E000000630
AGRICOLA LAS PALMAS DEL OLIVETO LIMIT|E000000631
AGRICOLA LAS PALOMERAS LIMITADA|E000000632
AGRICOLA LAS PERDICES PAILLACO LTDA|E000000633
AGRICOLA LAS VERTIENTES LIMITADA|E000000634
AGRICOLA LAS VIOLETAS SPA|E000000635
AGRICOLA LILIANNA Y COMPANIA|E000000636
AGRICOLA LOMBARDI S A|E000000637
AGRICOLA LONCO LIMITADA|E000000638
AGRICOLA LOS CANELOS LIMITADA|E000000639
AGRICOLA LOS CEDROS LIMITADA|E000000640
ASESORIA E INVERSIONES LOS ESPIN|E000000640
AGRICOLA LOS CEREZOS LIMITADA|E000000641
AGRICOLA LOS FUNDADORES LIMITADA|E000000642
AGRICOLA LOS FUNDADORES LTDA|E000000642
ASESORIA E INVERSIONES P Y C LTD|E000000642
AGRICOLA LOS GRANEROS LIMITADA|E000000643
AGRICOLA LOS HUERTOS LIMITADA|E000000644
AGRICOLA LOS LINGUES LIMITADA|E000000645
AGRICOLA LOS NOGALES LTDA|E000000646
AGRICOLA LOS NOTROS PAILLACO LIMITADA|E000000647
AGRICOLA LOS PEQUENES LIMITADA|E000000648
ASESORIA INMOBILIARIA E INVERSIO|E000000649
ASESORIAS  INMOBILIARIA E INVERS|E000000649
ASESORIAS E INVERSIONES INMOBILI|E000000649
ASESORIAS INMOBILIARIAS E INVERS|E000000649
ASESORIAS INVERSIONES E INMOBILI|E000000649
ASESORIAS INVERSIONES E INMOBILIARI|E000000649
INMOBILIARIA  ASESORIAS E INVERS|E000000649
INMOBILIARIA ASESORIAS E INVERSI|E000000649
INVERSIONES ASESORIAS E INMOBILI|E000000649
AGRICOLA LOS PEUMOS LTDA|E000000649
AGRICOLA LOS QUILLALLES DEL MAULE SPA|E000000650
AGRICOLA LOS SOCIOS LIMITADA|E000000651
AGRICOLA LUCERO SPA|E000000652
AGRICOLA MACARO S A|E000000653
AGRICOLA MANANTIALES LIMITADA|E000000654
AGRICOLA MANUEL SANTA MARIA S A|E000000655
ASESORIA INVERSIONES ARQUITECTURA Y PROY|E000000655
AGRICOLA MG LIMITADA|E000000656
AGRICOLA MI TIERRA LIMITADA|E000000657
AGRICOLA MR LIMITADA|E000000658
ASESORIA INVERSIONES Y COMERCIO LTDA|E000000659
ASESORIAS INV Y COMERCIO LTDA|E000000659
AGRICOLA NACIONAL S A C E I|E000000659
AGRICOLA NACIONAL SAC E I|E000000660
AGRICOLA NAVARRA LIMITADA|E000000661
AGRICOLA NIZIER LIMITADA|E000000662
AGRICOLA OLIVARES LIMITADA|E000000663
AGRICOLA PACOAL LIMITADA|E000000664
ASESORIA MOBILIARIA E INMOBILIAR|E000000665
ASESORIA MOBILIARIA E INMOBILIARIA MONTE|E000000665
AGRICOLA PAICO LIMITADA|E000000665
AGRICOLA PALOS NEGROS SPA|E000000666
AGRICOLA PEUMO NEGRO LIMITADA|E000000667
AGRICOLA PORTO FINO SPA|E000000668
AGRICOLA POTRERO LARGO LIMITADA|E000000669
AGRICOLA PRIMA LIMITADA|E000000670
AGRICOLA PRODUCTOS SILVESTRES LIMITADA|E000000671
AGRICOLA PROMACO LIMITADA|E000000672
AGRICOLA PUCON LIMITADA|E000000673
AGRICOLA QUILACURA LIMITADA|E000000674
AGRICOLA QUILAQUIN Y CIA|E000000675
AGRICOLA QUILAQUIR Y CIA LIMITADA|E000000676
AGRICOLA QUINO LIMITADA|E000000677
AGRICOLA RAG LIMITADA|E000000678
AGRICOLA RIBAGORZA SPA|E000000679
AGRICOLA RIOS DIAZ LIMITADA|E000000680
AGRICOLA SAN ALBERTO LIMITADA|E000000681
AGRICOLA SAN ALFONSO SPA|E000000682
AGRICOLA SAN BENITO SPA|E000000683
AGRICOLA SAN CLEMENTE LIMITADA|E000000684
AGRICOLA SAN EDUARDO LIMITADA|E000000685
AGRICOLA SAN FRANCISCO DE ACULEO LIMITAD|E000000686
AGRICOLA SAN JOSE DE LA GRANJA LIMITADA|E000000687
AGRICOLA SAN LUIS LIMITADA|E000000688
AGRICOLA SAN MATIAS LTDA|E000000689
AGRICOLA SAN RAFAEL S A|E000000690
AGRICOLA SAN SEBASTIAN LIMITADA|E000000691
AGRICOLA SAN TELMO LIMITADA|E000000692
AGRICOLA SANTA ALEJANDRA LIMITAD|E000000693
AGRICOLA SANTA ANITA S A|E000000694
AGRICOLA SANTA CARMENCITA LIMITA|E000000695
AGRICOLA SANTA DANIELA LIMITADA|E000000696
AGRICOLA SANTA FLORENCIA LIMITAD|E000000697
AGRICOLA SANTA MACARENA LIMITADA|E000000698
AGRICOLA SANTA SILVIA LIMITADA|E000000699
AGRICOLA SANTA SIMONA LIMITADA|E000000700
AGRICOLA SANTA TERESA DE NALTAGUA LIMIT|E000000701
AGRICOLA SANTA TERESA LIMITADA|E000000702
AGRICOLA SANTA VIRGINIA   TENO LIMITADA|E000000703
AGRICOLA SANTISIMA TRINIDAD SPA|E000000704
AGRICOLA SANTO TOMAS LIMITADA|E000000705
AGRICOLA STA ELVIRA LTDA|E000000706
AGRICOLA TEXTIL SA|E000000707
AGRICOLA TORRENUEVA LIMITADA|E000000708
AGRICOLA TRES AGUAS LIMITADA|E000000709
AGRICOLA UNION I LIMITADA|E000000711
AGRICOLA VICUNA LIMITADA|E000000713
AGRICOLA Y COMERCIAL AGROBAZAEZ LIMITADA|E000000714
AGRICOLA Y COMERCIAL CARMEN DE LAS R|E000000716
AGRICOLA Y COMERCIAL CENTAURA LI|E000000718
AGRICOLA Y COMERCIAL CENTAURA LIMITADA|E000000718
AGRICOLA Y COMERCIAL EL TAIQUE S|E000000719
ASESORIAS E INV LA BARCA LTDA|E000000720
AGRICOLA Y COMERCIAL FROMISTA SPA|E000000721
ASESORIAS E INV LOS LILENES LTDA |E000000721
AGRICOLA Y COMERCIAL GU LIMITADA|E000000722
ASESORIAS E INV MADRIGIAN LTDA|E000000722
AGRICOLA Y COMERCIAL LOS FAROLES LIMIT|E000000723
AGRICOLA Y COMERCIAL M Y A LIMIT|E000000724
AGRICOLA Y COMERCIAL MARCIAL IGN|E000000725
AGRICOLA Y COMERCIAL MARDONES Y|E000000726
AGRICOLA Y COMERCIAL SANTA CECILIA SOCIE|E000000727
AGRICOLA Y COMERCIAL SANTA MAGDALENA SPA|E000000728
AGRICOLA Y COMERCIAL VILUCO LTDA|E000000729
AGRICOLA Y CONSTRUCTORA FRANKLIN BELISAR|E000000730
AGRICOLA Y FORESTAL CARIMAHUIDA LIMITADA|E000000731
ASESORIAS E INVERSIONEE VIA BLANCA LIMIT|E000000731
AGRICOLA Y FORESTAL COFANTI CENTRO SPA|E000000732
AGRICOLA Y FORESTAL COFANTI SUR SPA|E000000733
AGRICOLA Y FORESTAL EL PEUMO LTD|E000000734
AGRICOLA Y FORESTAL FRUTILLAR SPA|E000000735
AGRICOLA Y FORESTAL GIGLIO LIMIT|E000000736
AGRICOLA Y FORESTAL HALLULLAS LIMITADA|E000000737
AGRICOLA Y FORESTAL SANTA MARIA SPA|E000000739
AGRICOLA Y FORESTAL TRES PUNTAS SPA|E000000740
AGRICOLA Y GANADERA EL ROBLE LTDA |E000000741
AGRICOLA Y GANADERA GANASIL LTDA|E000000742
ASESORIAS E INVERSIONES AL INGEN|E000000742
AGRICOLA Y MINERA PIEDRA AZUL LIMITADA|E000000743
AGRICOLA Y SERVICIOS BELSAN LIMI|E000000744
ASESORIAS E INVERSIONES ALMEFRA SPA|E000000744
AGRICOLA Y VINEDOS TIERRUCA S A|E000000745
AGRICOLA YAMOSAN LIMITADA|E000000746
AGRICOLAS SIERRA NEVADA LTDA|E000000747
ASESORIAS E INVERSIONES ALTO JAH|E000000747
AGRIQUEM AMERICA S A|E000000748
AGRISERVICE SPA|E000000749
AGRO GANADERA LTDA|E000000750
AGRO NEWEN SPA|E000000751
AGRO PROMACO LTDA|E000000752
AGRO TUNICHE LTDA|E000000753
AGROBALLEK S A|E000000754
AGROBEST LTDA|E000000755
ASESORIAS E INVERSIONES ATLAS AG|E000000755
AGROCOMERCIAL ADRIANA POZO FERRY|E000000756
AGROCOMERCIAL AGROPACK|E000000757
AGROCOMERCIAL AGROPOCK LTDA|E000000758
AGROCOMERCIAL JAIME FREDDY CANAL|E000000759
ASESORIAS E INVERSIONES BEATRIZ MARIN DO|E000000759
AGROCOMERCIAL LAS 3 R LTDA|E000000760
AGROCOMERCIAL LAS 3R LIMITADA|E000000761
AGROCOMERCIAL LAS TRES R LIMITADA|E000000762
AGROCOMERCIAL RIO MALITO SPA|E000000763
AGROCOMERCIAL SACRAMENTO LIMITAD|E000000764
AGROCOMERCIAL SAN ANTONIO LIMITADA|E000000765
AGROCOMERCIAL Y SERVICIOS VETERI|E000000766
AGRODELRIO SPA|E000000767
AGROENERGIA INGENIERIA GENETICA|E000000768
ASESORIAS E INVERSIONES CBG LIMI|E000000769
ASESORIAS E INVERSIONES CBG LIMITADA|E000000769
AGROENZYMAS DE CHILE SPA |E000000769
AGROFEED COMERCIALIZADORA SPA|E000000770
ASESORIAS E INVERSIONES CINCO HI|E000000770
AGROFORESTAL E INV TRIPOLI S A|E000000771
AGROFORESTAL E INVERSIONES MAI|E000000772
AGROFORESTAL E INVERSIONES TRIPOLI LIMIT|E000000773
AGROGRUPO BELTRAN LIMITADA|E000000774
AGROIMAGINA SPA|E000000775
AGROIN E INMOB LAS VIZCACHAS|E000000776
AGROINDUSTRIA SAN REMO S A|E000000777
AGROINDUSTRIAL A C BALDRICH CHILE LTDA|E000000778
AGROINDUSTRIAL ANDRADE SPA|E000000779
AGROINDUSTRIAL BLIGUEDER SPA|E000000780
AGROINDUSTRIAL DEL VALLE S A|E000000781
AGROINDUSTRIAL E INMOBILIARIA LA|E000000782
AGROINDUSTRIAL E INVERSIONES OSSES LTDA|E000000783
AGROINDUSTRIAL PULLIHUE LIMITADA|E000000784
AGROLMUE S A|E000000785
ASESORIAS E INVERSIONES DON MANU|E000000785
AGRONEGOCIOS Y ALIMENTOS DEL SUR|E000000786
ASESORIAS E INVERSIONES DON RAMI|E000000786
AGROPECUARIA COPIHUE LIMITADA|E000000787
ASESORIAS E INVERSIONES DONA ELI|E000000787
AGROPECUARIA FG Y COMPANIA|E000000788
AGROPECUARIA FORESTAL ACUICOLA E INMOB|E000000789
AGROPECUARIA UNIHUE LIMITADA|E000000790
AGROPRODEX INTERNACIONAL S A|E000000791
AGROPROMACO LTDA|E000000792
AGROSERVICIOS ELKIN LIMITADA|E000000793
ASESORIAS E INVERSIONES EL MILAGRO S A|E000000793
AGROSPEC S A|E000000794
ASESORIAS E INVERSIONES EL PANGU|E000000795
AGROSUPER COMERCIALIZADORA DE ALIMENTOS|E000000796
AGRUP PEQUENA CHACAREROS DE CHILE|E000000797
AGRUPACION ALFA ESP MEDICAS LTD|E000000798
AGRUPACION ASOCIADA AUSTRAL DE P|E000000799
AGRUPACION DE CONSULTAS OFTALMOL|E000000800
AGRUPACION DE DESARROLLO COMERCIAL SPA|E000000801
AGRUPACION PROFESIONALES DENTALES LTDA|E000000802
AGSA METAL|E000000803
AGSA METAL LTDA|E000000804
AGSAMETAL LTDA|E000000805
AGUA CIRCULAR ASESORIAS LIMITADA|E000000806
AGUA CLARA SPA|E000000807
AGUA DEL PALO SPA|E000000808
AGUA INVERSIONES LIMITADA|E000000809
AGUA POTABLE LS HJ DEL ARRAYAN S A|E000000810
ASESORIAS E INVERSIONES G Y S CH|E000000810
AGUA PREMIUM S A|E000000811
AGUA PURIFICADA CASTILLO SPA|E000000812
AGUA SANTA SPA|E000000813
AGUAPUR MEDICION SPA |E000000814
AGUAQUIM S A|E000000815
ASESORIAS E INVERSIONES GENERACION PERDI|E000000815
AGUAS ANDINA SA |E000000816
AGUAS ANDINAS S A|E000000816
AGUAS ANDINAS SA|E000000816
AGUS ANDINAS S A|E000000816
AGUAS CONSULTORES SPA|E000000817
AGUAS CORDILLERA S A|E000000818
AGUAS DEL ELQUI S A|E000000819
AGUAS MANQUEHUE S A|E000000820
AGUAS NEGRAS SPA|E000000821
AGUAYO AND ECCLEFIELD ABOGADOS L|E000000822
AGUAYO Y ECCLEFIELD Y MARTINEZ LTDA|E000000823
AGUAYO Y RUIZ COMPANIA LIMITADA|E000000824
AGUERREA COMPANIA ABOGADOS LIMITADA|E000000825
AGUIGOM INVERSIONES S A|E000000826
AGUILA BLANCA SPA|E000000827
AGUILAR AGUILAR VIVIANA ENCARNACION|E000000828
AGUILERA ESTUDILLO ROSA E|E000000829
AGUILERA FLORES ROSA LTDA|E000000830
AGUILERA MERCADO CLAUDIO E|E000000831
AGUILERA SILVA MARIA ENCARNACION|E000000832
AGUILLON DE LA ZETA S A|E000000833
AGUIRRE Y CIA LTDA|E000000834
AGUIRRE Y COMPANIA LIMITADA|E000000834
ASESORIAS E INVERSIONES HUMBERTO GUIRALD|E000000834
AGUIRRE Y LARRONDO LTDA|E000000835
AGURTO MORENO SPA|E000000836
ASESORIAS E INVERSIONES ILLAZU S A|E000000836
AGUSTIN DALI S A|E000000837
AGUSTIN FOSSATTI V E HIJOS LIMIT|E000000838
AGUSTIN FOSSATTI V E HIJOS LIMITADA|E000000838
ASESORIAS E INVERSIONES INMOBILIARIAS SA|E000000838
AGUSTIN PALACIOS BACQUE ARQUITEC|E000000839
AGUSTINAS 720 S A|E000000840
ASESORIAS E INVERSIONES J V A LTDA|E000000840
AHLSTROM PLATT S A|E000000841
AHORRO Y RENTAS LA VENDIMIA S A|E000000842
AHORROMET AAP|E000000843
AHP CONSTRUCCIONES SPA|E000000844
AHUMADA MERCADO PLACIDO ANDRES|E000000845
AHUMADA Y ARREDONDO LIMITADA|E000000846
AIBG SPA|E000000848
AILSA SPA|E000000849
AINMO APOQUINDO 8200 LTDA|E000000850
INMO APOQUINDO 8200 LTDA|E000000850
AIRBUS CHILE SPA |E000000851
AIRE ACONDICIONADO EFE Y EFE LIMITADA|E000000852
AIRE EFICIENTE LIMITADA|E000000853
AIRPORT SERVICE MANQUEHUE LIMITADA|E000000854
AIRSER MAREIL SPA|E000000855
AISLACIONES Y SERVICIOS LIMITADA|E000000856
ASESORIAS E INVERSIONES LA COLIN|E000000856
ASESORIAS E INVERSIONES LA ERMIT|E000000857
ASESORIAS E INVERSIONES LAS ERMI|E000000857
AISLAPOL S A|E000000857
AJ COMUNICACIONES LIMITADA|E000000858
ASESORIAS E INVERSIONES LA GLORI|E000000858
AJ INMOBILIARIA SPA|E000000859
AJO N PROPIEDADES SPA|E000000860
AKA RADIOCOMUNICACIONES LIMITADA|E000000861
AKASOFT INGENIERIA EN TECNOLOGIA|E000000862
ASESORIAS E INVERSIONES LAS BANDURRI|E000000862
AKASOFT INGENIERIA EN TECNOLOGIAS DE LA|E000000863
AKI KB MINIBODEGAS SPA|E000000864
AKKA INVESTMENT SPA |E000000865
AKKUA SPA|E000000866
AKTIVO INMOBILIARIA SPA|E000000867
AKUBRA SERVICIOS CORPORATIVOS LI|E000000868
AL SPA|E000000869
ALADINO VARGAS FLORES E HIJO LIMITADA|E000000870
ALAGAS INSTALAC SANITARIAS LTDA|E000000871
ALAGAS INTALAC SANITARIAS LTDA|E000000871
ALALUF INVERSIONES LIMITADA|E000000872
ALALUF PROPIEDADES S A|E000000873
ASESORIAS E INVERSIONES LEON LOP|E000000873
ALAMO INVERSIONES LIMITADA|E000000874
ALANDIA MERCADO GONZALO EDGAR|E000000875
ALARCON CERRO BOLIVAR|E000000876
ALARCON MERCADO DAVID BARUC|E000000877
ASESORIAS E INVERSIONES LINK GAI|E000000878
ASESORIAS E INVERSIONES LINK GAISINS|E000000878
ALARCON MERCADO MANUEL SEGUNDO|E000000878
ALARCON SANTOS Y COMPANIA LIMITADA|E000000879
ALARCON SANTOS Y COMPANIA LTDA|E000000879
ALARMAS ABUMOHOR SPA|E000000880
ALAS DEL NORTE S A|E000000881
ALAS SPA|E000000882
ALAVESA S A|E000000884
ASESORIAS E INVERSIONES LOS AROM|E000000884
ALBA COMUNICACIONES LIMITADA|E000000885
ALBA COMUNICACIONES LTDA|E000000885
ALBAGLY Y COMPANIA LIMITADA|E000000886
ALBAGNAC CAMACHO ALICIA INES|E000000887
