propietario|rut|prop_tgr_id
AEROSTAR VENTILACION INDUSTRIAL LIMITADA|78273550-0|E000000412
AES SPA|76224058-0|E000000413
AESCHLIMANN SPA|76753884-7|E000000414
AESCHLIMANN Y FAURE LIMITADA|0-0|E000000415
AET CHILE SPA|76340921-K|E000000416
AETNA CHILE SEG VIDA S A|0-0|E000000417
AETNA SALUD S A|0-0|E000000418
AF CHILE SOCIEDAD LIMITADA|0-0|E000000419
AF CHILE SPA|77545440-7|E000000420
AF INVERSIONES SPA|77106053-6|E000000421
AFA SPA|77363486-6|E000000422
AFIC CHILE S A|99543010-K|E000000423
AFONDO INVERSIONES SPA|76408869-7|E000000424
AFP HABITAT|0-0|E000000425
AFP HABITAT S A|0-0|E000000426
AFP HABITAT SA|0-0|E000000426
AFTER MI LUGAR FAVORITO LIMITADA|76702328-6|E000000427
AG AD JULIO VALLEJOS A Y CIA LTDA|0-0|E000000428
AG AD JULIO VALLEJOS Y CIA LTDA|0-0|E000000429
AG ADUANA B PERINETTI Y CIA LTDA|0-0|E000000430
AG ADUANA HUMBERTO ESCOBAR R CIA LT|0-0|E000000431
AG ASESORIAS Y SERVICIOS|76383018-7|E000000432
AG DE ADUANA S POLLMANN Y CIA LTDA|0-0|E000000433
AG INVERSORES SPA|77268487-8|E000000434
AG VIAJ MAYORISTA VIA CLUB LTDA|0-0|E000000435
AGACOR II SPA|77094257-8|E000000436
AGAR TURU SPA|76969453-6|E000000437
AGC MONTAJES S A|0-0|E000000438
AGEN DE ADUANA HERNAN PIZARRO LTDA|0-0|E000000439
AGEN DE VIAJES M VIA CLUB LTDA|0-0|E000000440
AGENC ADUANA LUIS PEDEVILA CIA LTDA|0-0|E000000441
AGENC ADUANAS F SOLORZA Y CIA LTDA|0-0|E000000442
AGENC PRODUCT QUIMICOS ANDIMEX LTDA|0-0|E000000443
AGENCIA DE ADUANA B PERINETTI Z CIA|0-0|E000000444
AGENCIA DE COMUNICACIONES Y MARKETING BL|0-0|E000000445
AGENCIA DE DISENO CUBO ROJO S P A|76075232-0|E000000446
AGENCIA DE EVENTOS TOTALES LIMIT|78477880-0|E000000447
AGENCIA DE EVENTOS TOTALES LTDA|78477880-0|E000000447
AGENCIA DE INVESTIGACION DE MERC|0-0|E000000448
AGENCIA DE NEGOCIOS S A|76689457-7|E000000449
AGENCIA DE PUBLICIDAD GANA Y ASOCIADOS L|78912880-4|E000000450
AGENCIA DE PUBLICIDAD MOZTRO LIMITADA|76990829-3|E000000451
AGENCIA DE TRANSPORTES NACIONAL|0-0|E000000452
AGENCIA DE VIAJES MAYORISTA VIA CLUB LIM|78340390-0|E000000453
AGENCIA DE VIAJES TURAVION LIMIT|80989400-2|E000000454
AGENCIA DE VIAJES TURAVION LIMITADA|80989400-2|E000000454
AGENCIA DE VIAJES TURAVION LTDA |80989400-2|E000000454
AGENCIA EFE SA|93619000-6|E000000455
AGENCIA FLACA ESTUDIO SPA|76848477-5|E000000456
AGENCIA IMPORTADORA KUTZ LTDA|84950200-K|E000000457
AGENCIA INICIATIVAS LOC SOC LTDA|0-0|E000000458
AGENCIA INTERNACIONAL DE EDUCACI|0-0|E000000459
AGENCIA NACIONAL DE INTELIGENCIA|61923300-K|E000000460
AGENCIAS UNIVERSALES S A|96566940-K|E000000461
AGENCIAS UNIVERSALES SA|96566940-K|E000000461
AGENTE DE NAVES ALFARO LIMITADA|76434160-0|E000000462
AGESTA SERVICIOS LIMITADA|76082091-1|E000000463
AGFOR LIMITED PARTNERSHIP|0-0|E000000464
AGH SPA|77307868-8|E000000465
AGILISTIK SPA|76770674-K|E000000466
AGINCOURT INVERSIONES SPA|77851803-1|E000000467
AGNACIO ABUD Y CIA LITDA|0-0|E000000468
AGNOV SOLUTIONS TELECOMUNICACION|0-0|E000000469
AGNOV SOLUTIONS TELECOMUNICACIONES SPA|76092344-3|E000000470
AGORA CENTRO DE SALUD MENTAL LIMITADA|77148411-5|E000000471
AGORA COMUNICACIONES LIMITADA|0-0|E000000472
AGOYAN INMOBILIARIA Y CONSTRUCCI|0-0|E000000473
AGR SAN ADOLFO DE TUTUQUEN LTDA|0-0|E000000474
AGRI SCIENCES CHILE SPA|76609669-7|E000000475
AGRIC CHACAREROS DE CHILE|0-0|E000000476
AGRIC E INMOB PIRQUE LTDA|79524170-1|E000000477
AGRICOLA E INMOB PIRQUE LTDA|79524170-1|E000000477
AGRICOLA E INMOBILIARIA PIRQUE LTDA|79524170-1|E000000477
SOC AGRICOLA E INMOB PIRQUE LTDA|79524170-1|E000000477
AGRIC E INMOB VALLES Y VALLES|0-0|E000000478
AGRIC E INMOBILIARIA PORTEZUEL|0-0|E000000479
AGRIC E INVERSIONES BMC LIMITADA|78066770-2|E000000480
AGRICOLA E INVERSIONES B M C LIM|78066770-2|E000000480
AGRICOLA E INVERSIONES B M C LIMITADA|78066770-2|E000000480
AGRICOLA E INVERSIONES B M C LTD|78066770-2|E000000480
AGRICOLA E INVERSIONES BMC LTDA|78066770-2|E000000480
AGRIC INMOB E INV LOS ULMOS LTDA|78099430-4|E000000481
AGRICOLA INM E INV LOS ULMOS LI|78099430-4|E000000481
AGRICOLA INM E INV LOS ULMOS LIM|78099430-4|E000000481
AGRICOLA INMO E INV LOS ULMOS LT|78099430-4|E000000481
AGRICOLA INMOB E INV LOS ULMOS L|78099430-4|E000000481
AGRIC INV Y RENTAS TALCAREHUE S|0-0|E000000482
AGRICOLA  INMOBILIARIA Y COMERCI|0-0|E000000483
AGRICOLA AGRINAMARC SPA|76094674-5|E000000484
AGRICOLA AGUYAPI LIMITADA|77595900-2|E000000485
AGRICOLA ALCANTARA LIMITADA|76568850-7|E000000486
AGRICOLA ALPEZ LIMITADA|0-0|E000000487
AGRICOLA ALTO DEL SOL SPA|77478825-5|E000000488
AGRICOLA AMPEMO SPA|0-0|E000000489
AGRICOLA ANDALUCIA LIMITADA|76351373-4|E000000490
AGRICOLA APOQUINDO S A|96643110-5|E000000491
AGRICOLA ARIZTIA LIMITADA|82557000-4|E000000492
AGRICOLA ARIZTIA LTDA|82557000-4|E000000492
AGRICOLA BAUZA LIMITADA|76152200-0|E000000493
AGRICOLA BAYONA LIMITADA|76281011-5|E000000494
AGRICOLA BECO LIMITADA|96607280-6|E000000495
AGRICOLA BELEN SPA|76965265-5|E000000496
AGRICOLA BELLAVISTA LIMITADA|77671610-3|E000000497
AGRICOLA BELLAVISTA S A|99516760-3|E000000498
AGRICOLA CACERES FEREZ LIMITADA|79660810-2|E000000499
AGRICOLA CAROLINA LIMITADA|76453369-0|E000000500
AGRICOLA CASA NOBLE LIMITADA|0-0|E000000501
AGRICOLA CASAS DEL BOSQUE LIMITA|78187230-K|E000000502
AGRICOLA CASAS DEL BOSQUE LIMITADA|78187230-K|E000000502
AGRICOLA CECHI LIMITADA|0-0|E000000503
AGRICOLA CERRO ALTO LTDA|79589150-1|E000000504
AGRICOLA CHAMPULLI LIMITADA|76491500-3|E000000505
AGRICOLA CIPRESES DE SANTO DOMINGO SPA|76350058-6|E000000506
AGRICOLA COCULE SA|0-0|E000000507
AGRICOLA COMERCIAL E INDUSTRIAL BUEN RET|0-0|E000000508
AGRICOLA COMERCIAL H ROMERO LIMITADA|89747600-2|E000000509
AGRICOLA COMERCIAL INMOBILIARIA E INVE|0-0|E000000510
AGRICOLA COMERCIAL Y DE INVERSIONESLOS P|0-0|E000000511
AGRICOLA CONQUISTADORES S A|77387970-2|E000000512
AGRICOLA COVENFRUT LIMITADA|78531460-3|E000000513
AGRICOLA COVENFRUT LTDA|78531460-3|E000000513
AGRICOLA CUATRO ESTRELLAS LIMITADA|76183750-8|E000000514
AGRICOLA DE CANDELARIA LIMITADA|77208468-4|E000000515
AGRICOLA DECOTERRA LIMITADA|76555900-6|E000000516
AGRICOLA DEL PILAR LIMITADA|76847588-1|E000000517
AGRICOLA DEL VALLE S A|96955410-0|E000000518
AGRICOLA DELTA CUATRO SPA|76824670-K|E000000519
AGRICOLA DON EUGENIO LIMITADA|79926460-9|E000000520
AGRICOLA DONA JIMENA LIMITADA|76239529-0|E000000521
AGRICOLA DONAN LTDA|0-0|E000000522
AGRICOLA DONAU LTDA|78086690-K|E000000523
AGRICOLA E INMOB C Y C LTDA|78517790-8|E000000524
AGRICOLA E INMOBILIARIA C Y C LTDA|78517790-8|E000000524
AGRICOLA E INMOB J SUAREZ G EIRL|0-0|E000000525
AGRICOLA E INMOB LOS NOGALES LTDA|77755530-8|E000000526
AGRICOLA E INMOB STA MARTA LTD|0-0|E000000527
AGRICOLA E INMOBILIARIA CLAUVER|79892260-2|E000000528
AGRICOLA E INMOBILIARIA EL LUCER|0-0|E000000529
AGRICOLA E INMOBILIARIA EMBARAK|76378275-1|E000000530
AGRICOLA E INMOBILIARIA JAIME SU|0-0|E000000531
AGRICOLA E INMOBILIARIA JAIME SUAREZ|0-0|E000000531
AGRICOLA E INMOBILIARIA LA PRIMAVERA LIM|77781420-6|E000000532
AGRICOLA E INMOBILIARIA LENGA SPA|77026098-1|E000000533
AGRICOLA E INMOBILIARIA LOS ALTOS DE ZAP|0-0|E000000534
AGRICOLA E INMOBILIARIA LUCY ASC|0-0|E000000535
AGRICOLA E INMOBILIARIA LUCY ASCUI MURIL|0-0|E000000535
AGRICOLA E INMOBILIARIA LUMACO S A|96761430-0|E000000536
AGRICOLA E INMOBILIARIA MACO LIMITADA|76501822-6|E000000537
AGRICOLA E INMOBILIARIA OHIGGINS SA|0-0|E000000538
AGRICOLA E INMOBILIARIA PEREZ DE ARCE Y|0-0|E000000539
AGRICOLA E INMOBILIARIA QUINTETO|76455148-6|E000000540
AGRICOLA E INMOBILIARIA ROZAS PAZ Y COMP|0-0|E000000541
AGRICOLA E INMOBILIARIA SAN ANDR|0-0|E000000542
AGRICOLA E INMOBILIARIA SAN ANDRES LIMIT|76156151-0|E000000543
AGRICOLA E INMOBILIARIA SAN ISID|0-0|E000000544
AGRICOLA E INMOBILIARIA SAN ISIDRO LIMIT|78195510-8|E000000545
AGRICOLA E INMOBILIARIA SAN LUCAS LIMITA|79521670-7|E000000546
AGRICOLA E INMOBILIARIA SANTA ESTRELLA S|0-0|E000000547
AGRICOLA E INMOBILIARIA SANTA LAURA SPA|76423784-6|E000000548
AGRICOLA E INV LA VINA SA|0-0|E000000549
AGRICOLA E INVERSIONES LA VINA S A|0-0|E000000549
AGRICOLA EL INV LA VINA SA|0-0|E000000549
AGRICOLA E INV MARYLO LTDA|76046034-6|E000000550
AGRICOLA E INV SAN ALBERTO S A|86196600-3|E000000551
AGRICOLA E INVER SAN ALBERTO S A|86196600-3|E000000551
AGRICOLA E INVERSIONES SAN ALBER|86196600-3|E000000551
AGRICOLA E INVERSIONES SAN ALBERTO S A|86196600-3|E000000551
AGRICOLA E INVERSIONES AGROVAL L|77226510-7|E000000552
AGRICOLA E INVERSIONES LA QUIHUA LTD|89444300-6|E000000553
AGRICOLA E INVERSIONES LA QUIHUA LTDA|89444300-6|E000000553
AGRICOLA E INVERSIONES LAS PALOM|0-0|E000000554
AGRICOLA E INVERSIONES LAS PETACA LIMITA|79726570-5|E000000555
AGRICOLA E INVERSIONES LO AGUSTI|0-0|E000000556
AGRICOLA E INVERSIONES LOS MARCO|0-0|E000000557
AGRICOLA E INVERSIONES LOS MARCOS LIMITA|0-0|E000000558
AGRICOLA E INVERSIONES LOS MARCOS S A|0-0|E000000559
AGRICOLA E INVERSIONES LOS NOTRO|0-0|E000000560
AGRICOLA E INVERSIONES MARYLO LI|0-0|E000000561
AGRICOLA E INVERSIONES PENABLANC|0-0|E000000562
AGRICOLA E INVERSIONES PUCON SPA|76044762-5|E000000563
AGRICOLA E INVERSIONES QUENEHUAO SPA|77150874-K|E000000564
AGRICOLA E INVERSIONES RILAN S A |96985880-0|E000000565
AGRICOLA E INVERSIONES RILAN SA|96985880-0|E000000565
AGRICOLA E INVERSIONES S A |96712020-0|E000000566
AGRICOLA E INVERSIONES SAGURIE L|77851110-K|E000000567
AGRICOLA E INVERSIONES SANTA CATALIN|0-0|E000000568
AGRICOLA E INVERSIONES SANTA SAR|0-0|E000000569
AGRICOLA E INVERSIONES SANTA SARITA LIMI|78836640-K|E000000570
AGRICOLA E INVERSIONES TRAVERSO ECHENIQU|0-0|E000000571
AGRICOLA E INVERSIONES VI AL LIMITADA|76015950-6|E000000572
AGRICOLA EL BOSQUE LIMITADA|76191190-2|E000000573
AGRICOLA EL CAMPANARIO S A|99569470-0|E000000574
AGRICOLA EL CARDAL LTDA|77705790-1|E000000575
AGRICOLA EL CARMEN LIMITADA|76379874-7|E000000576
AGRICOLA EL CORTIJO LIMITADA|78275880-2|E000000577
AGRICOLA EL ESTERO LIMITADA|76161390-1|E000000578
AGRICOLA EL LABERINTO LIMITADA|77823920-5|E000000579
AGRICOLA EL LIBANO LTDA|78285060-1|E000000580
AGRICOLA EL LLANO LIMITADA|78173790-9|E000000581
AGRICOLA EL MAITEN LIMITADA|77533610-2|E000000582
AGRICOLA EL PRINCIPAL LIMITADA|76152190-K|E000000583
AGRICOLA EL ROBLE SOCIEDAD COLECTIVA|76180500-2|E000000584
AGRICOLA EL SAUZAL LIMITADA|76525830-8|E000000585
AGRICOLA EL TINEO LIMITADA|76180784-6|E000000586
AGRICOLA EL TRANQUERO LIMITADA|76025137-2|E000000587
AGRICOLA ELMU LIMITADA|0-0|E000000588
AGRICOLA ESCORIAL LIMITADA|76018887-5|E000000589
AGRICOLA ESTELA SPA|76031949-K|E000000590
AGRICOLA FORESTAL CALERA DE TANGO LIMITA|76031409-9|E000000591
AGRICOLA FORESTAL SANTAANA LTDA|0-0|E000000592
AGRICOLA FORESTAL SANTANA LTDA|0-0|E000000592
AGRICOLA FORESTAL Y COMERCIAL GARZA S A|79502550-2|E000000593
AGRICOLA FORESTAL Y PESQ MELON S A|0-0|E000000594
AGRICOLA FRANCISCO LIMITADA|77423980-4|E000000595
AGRICOLA FULLERTON LIMITADA|77107140-6|E000000596
AGRICOLA GANADERA HARAS CARIOCA LTDA |96568100-0|E000000597
AGRICOLA GAYBA S A|96505990-3|E000000598
AGRICOLA HUECHUQUITO LIMITADA|76310060-K|E000000599
AGRICOLA INDEPENDENCIA S A|0-0|E000000600
AGRICOLA INM E INV LOS LIMITADA|0-0|E000000601
AGRICOLA INMOB Y COMER EL CARMEN|0-0|E000000602
AGRICOLA INMOBILIARIA E INVERSIO|0-0|E000000603
AGRICOLA INMOBILIARIA E INVERSIONES|0-0|E000000604
AGRICOLA INMOBILIARIA E INVERSIONES LA O|0-0|E000000605
AGRICOLA INMOBILIARIA E INVERSIONES LOS|0-0|E000000606
AGRICOLA INMOBILIARIA LOS OLMOS|0-0|E000000607
AGRICOLA INVERSIONES E INMOBILIARIA HUEC|79934920-5|E000000608
AGRICOLA INVERSIONES Y RENTAS TA|0-0|E000000609
AGRICOLA INVERSIONES Y RENTAS TALCAREHU|0-0|E000000610
AGRICOLA INVRSIONES Y RENTAS TALCAREHUE|0-0|E000000610
AGRICOLA INVERSIONES Y SERVICIOS|0-0|E000000611
AGRICOLA JACUSIEL SPA|76026618-3|E000000612
AGRICOLA LA ARBOLEDA LIMITADA|77008850-K|E000000613
AGRICOLA LA CHIMBA LIMITADA|79677780-K|E000000614
AGRICOLA LA COMPANIA S A |76870710-3|E000000615
AGRICOLA LA PERLA LIMITADA|79666030-9|E000000616
AGRICOLA LA PERLA LTDA|79666030-9|E000000616
AGRICOLA LA PIRAMIDE LTDA|78785890-2|E000000617
AGRICOLA LA PUNTA LIMITADA|77655420-0|E000000618
AGRICOLA LA PUNTA LTDA|77655420-0|E000000618
AGRICOLA LA RIOJA LIMITADA|76904570-8|E000000619
AGRICOLA LA SELVA LTDA|79562460-0|E000000620
AGRICOLA LAS ENCINAS LTDA|76059530-6|E000000621
AGRICOLA LAS MERCEDES LIMITADA|77057541-9|E000000622
AGRICOLA LAS MERCEDES MG LIMITAD|76107510-1|E000000623
AGRICOLA LAS PALMAS DEL OLIVETO LIMIT|78346700-3|E000000624
AGRICOLA LAS PALOMERAS LIMITADA|76086670-9|E000000625
AGRICOLA LAS PERDICES PAILLACO LTDA|89339800-7|E000000626
AGRICOLA LAS VERTIENTES LIMITADA|76272950-4|E000000627
AGRICOLA LAS VIOLETAS SPA|77546418-6|E000000628
AGRICOLA LILIANNA Y COMPANIA|76200685-5|E000000629
AGRICOLA LOMBARDI S A|96530910-1|E000000630
AGRICOLA LONCO LIMITADA|76054862-6|E000000631
AGRICOLA LOS CANELOS LIMITADA|76952620-K|E000000632
AGRICOLA LOS CEDROS LIMITADA|77189309-0|E000000633
AGRICOLA LOS CEREZOS LIMITADA|78370440-4|E000000634
AGRICOLA LOS FUNDADORES LIMITADA|0-0|E000000635
AGRICOLA LOS FUNDADORES LTDA|0-0|E000000635
AGRICOLA LOS GRANEROS LIMITADA|79504820-0|E000000636
AGRICOLA LOS HUERTOS LIMITADA|76224370-9|E000000637
AGRICOLA LOS LINGUES LIMITADA|78122600-9|E000000638
AGRICOLA LOS NOGALES LTDA|77899346-5|E000000639
AGRICOLA LOS NOTROS PAILLACO LIMITADA|89874000-5|E000000640
AGRICOLA LOS PEQUENES LIMITADA|76066181-3|E000000641
AGRICOLA LOS PEUMOS LTDA|96571280-1|E000000642
AGRICOLA LOS QUILLALLES DEL MAULE SPA|76746177-1|E000000643
AGRICOLA LOS SOCIOS LIMITADA|78445340-5|E000000644
AGRICOLA LUCERO SPA|77777447-6|E000000645
AGRICOLA MACARO S A|96983700-5|E000000646
AGRICOLA MANANTIALES LIMITADA|76318300-9|E000000647
AGRICOLA MANUEL SANTA MARIA S A|89156100-8|E000000648
AGRICOLA MG LIMITADA|76532631-1|E000000649
AGRICOLA MI TIERRA LIMITADA|77057367-K|E000000650
AGRICOLA MR LIMITADA|78918720-7|E000000651
AGRICOLA NACIONAL S A C E I|0-0|E000000652
AGRICOLA NACIONAL SAC E I|91253000-0|E000000653
AGRICOLA NAVARRA LIMITADA|76522850-6|E000000654
AGRICOLA NIZIER LIMITADA|0-0|E000000655
AGRICOLA OLIVARES LIMITADA|76262620-9|E000000656
AGRICOLA PACOAL LIMITADA|77467535-3|E000000657
AGRICOLA PAICO LIMITADA|76534391-7|E000000658
AGRICOLA PALOS NEGROS SPA|76413736-1|E000000659
AGRICOLA PEUMO NEGRO LIMITADA|77207230-9|E000000660
AGRICOLA PORTO FINO SPA|96638980-K|E000000661
AGRICOLA POTRERO LARGO LIMITADA|0-0|E000000662
AGRICOLA PRIMA LIMITADA|76468496-6|E000000663
AGRICOLA PRODUCTOS SILVESTRES LIMITADA|79933330-9|E000000664
AGRICOLA PROMACO LIMITADA|77350410-5|E000000665
AGRICOLA PUCON LIMITADA|77673270-2|E000000666
AGRICOLA QUILACURA LIMITADA|0-0|E000000667
AGRICOLA QUILAQUIN Y CIA|0-0|E000000668
AGRICOLA QUILAQUIR Y CIA LIMITADA|0-0|E000000669
AGRICOLA QUINO LIMITADA|79822440-9|E000000670
AGRICOLA RAG LIMITADA|77826470-6|E000000671
AGRICOLA RIBAGORZA SPA|76526418-9|E000000672
AGRICOLA RIOS DIAZ LIMITADA|76265575-6|E000000673
AGRICOLA SAN ALBERTO LIMITADA|76289080-1|E000000674
AGRICOLA SAN ALFONSO SPA|76021849-9|E000000675
AGRICOLA SAN BENITO SPA|77441877-6|E000000676
AGRICOLA SAN CLEMENTE LIMITADA|77520660-8|E000000677
AGRICOLA SAN EDUARDO LIMITADA|76009204-5|E000000678
AGRICOLA SAN FRANCISCO DE ACULEO LIMITAD|0-0|E000000679
AGRICOLA SAN JOSE DE LA GRANJA LIMITADA|77956940-3|E000000680
AGRICOLA SAN LUIS LIMITADA|88654600-9|E000000681
AGRICOLA SAN MATIAS LTDA|88902100-4|E000000682
AGRICOLA SAN RAFAEL S A|96516290-9|E000000683
AGRICOLA SAN SEBASTIAN LIMITADA|76414775-8|E000000684
AGRICOLA SAN TELMO LIMITADA|0-0|E000000685
AGRICOLA SANTA ALEJANDRA LIMITAD|76417275-2|E000000686
AGRICOLA SANTA ANITA S A|76076627-5|E000000687
AGRICOLA SANTA CARMENCITA LIMITA|0-0|E000000688
AGRICOLA SANTA DANIELA LIMITADA|76309174-0|E000000689
AGRICOLA SANTA FLORENCIA LIMITAD|78859360-0|E000000690
AGRICOLA SANTA MACARENA LIMITADA|79573830-4|E000000691
AGRICOLA SANTA SILVIA LIMITADA|76203859-5|E000000692
AGRICOLA SANTA SIMONA LIMITADA|76690434-3|E000000693
AGRICOLA SANTA TERESA DE NALTAGUA LIMIT|78048850-6|E000000694
AGRICOLA SANTA TERESA LIMITADA|76404486-K|E000000695
AGRICOLA SANTA VIRGINIA   TENO LIMITADA|76012255-6|E000000696
AGRICOLA SANTISIMA TRINIDAD SPA|76125569-K|E000000697
AGRICOLA SANTO TOMAS LIMITADA|76207410-9|E000000698
AGRICOLA STA ELVIRA LTDA|0-0|E000000699
AGRICOLA TEXTIL SA|0-0|E000000700
AGRICOLA TORRENUEVA LIMITADA|77428520-2|E000000701
AGRICOLA TRES AGUAS LIMITADA|76204335-1|E000000702
AGRICOLA TRIESTE SPA|0-0|E000000703
AGRICOLA UNION I LIMITADA|76281597-4|E000000704
AGRICOLA VALLE QUILIMARI LTDA|0-0|E000000705
AGRICOLA VICUNA LIMITADA|76028691-5|E000000706
AGRICOLA Y COMERCIAL AGROBAZAEZ LIMITADA|76368227-7|E000000707
AGRICOLA Y COMERCIAL CALLEJAS MIRANDA EX|0-0|E000000708
AGRICOLA Y COMERCIAL CARMEN DE LAS R|0-0|E000000709
AGRICOLA Y COMERCIAL CARO HERMANOS LIMIT|78300800-9|E000000710
AGRICOLA Y COMERCIAL CENTAURA LI|77609570-2|E000000711
AGRICOLA Y COMERCIAL CENTAURA LIMITADA|77609570-2|E000000711
AGRICOLA Y COMERCIAL EL TAIQUE S|99564370-7|E000000712
AGRICOLA Y COMERCIAL FROMISTA S A|78189250-5|E000000713
AGRICOLA Y COMERCIAL FROMISTA SPA|78189250-5|E000000714
AGRICOLA Y COMERCIAL GU LIMITADA|76196502-6|E000000715
AGRICOLA Y COMERCIAL LOS FAROLES LIMIT|78422890-8|E000000716
AGRICOLA Y COMERCIAL M Y A LIMIT|78167970-4|E000000717
AGRICOLA Y COMERCIAL MARCIAL IGN|0-0|E000000718
AGRICOLA Y COMERCIAL MARDONES Y|0-0|E000000719
AGRICOLA Y COMERCIAL SANTA CECILIA SOCIE|96549220-8|E000000720
AGRICOLA Y COMERCIAL SANTA MAGDALENA SPA|76511307-5|E000000721
AGRICOLA Y COMERCIAL VILUCO LTDA|79598880-7|E000000722
AGRICOLA Y CONSTRUCTORA FRANKLIN BELISAR|0-0|E000000723
AGRICOLA Y FORESTAL CARIMAHUIDA LIMITADA|76115050-2|E000000724
AGRICOLA Y FORESTAL COFANTI CENTRO SPA|76528563-1|E000000725
AGRICOLA Y FORESTAL COFANTI SUR SPA|76524347-5|E000000726
AGRICOLA Y FORESTAL EL PEUMO LTD|77742310-K|E000000727
AGRICOLA Y FORESTAL FRUTILLAR SPA|77697671-7|E000000728
AGRICOLA Y FORESTAL GIGLIO LIMIT|76076080-3|E000000729
AGRICOLA Y FORESTAL HALLULLAS LIMITADA|79786080-8|E000000730
AGRICOLA Y FORESTAL LA LIGUA LTDA|0-0|E000000731
AGRICOLA Y FORESTAL SANTA MARIA SPA|77673425-K|E000000732
AGRICOLA Y FORESTAL TRES PUNTAS SPA|77697683-0|E000000733
AGRICOLA Y GANADERA EL ROBLE LTDA |77266871-6|E000000734
AGRICOLA Y GANADERA GANASIL LTDA|76284140-1|E000000735
AGRICOLA Y MINERA PIEDRA AZUL LIMITADA|77905920-0|E000000736
AGRICOLA Y SERVICIOS BELSAN LIMI|76154186-2|E000000737
AGRICOLA Y VINEDOS TIERRUCA S A|99521630-2|E000000738
AGRICOLA YAMOSAN LIMITADA|78630300-1|E000000739
AGRICOLAS SIERRA NEVADA LTDA|0-0|E000000740
AGRIQUEM AMERICA S A|0-0|E000000741
AGRISERVICE SPA|76042831-0|E000000742
AGRO GANADERA LTDA|76431340-2|E000000743
AGRO NEWEN SPA|77186165-2|E000000744
AGRO PROMACO LTDA|0-0|E000000745
AGRO TUNICHE LTDA|0-0|E000000746
AGROBALLEK S A|76451570-6|E000000747
AGROBEST LTDA|96501640-6|E000000748
AGROCOMERCIAL ADRIANA POZO FERRY|76264782-6|E000000749
AGROCOMERCIAL AGROPACK|0-0|E000000750
AGROCOMERCIAL AGROPOCK LTDA|77303280-7|E000000751
AGROCOMERCIAL JAIME FREDDY CANAL|0-0|E000000752
AGROCOMERCIAL LAS 3 R LTDA|0-0|E000000753
AGROCOMERCIAL LAS 3R LIMITADA|96876580-9|E000000754
AGROCOMERCIAL LAS TRES R LIMITADA|0-0|E000000755
AGROCOMERCIAL RIO MALITO SPA|77001783-1|E000000756
AGROCOMERCIAL SACRAMENTO LIMITAD|77835050-5|E000000757
AGROCOMERCIAL SAN ANTONIO LIMITADA|76448057-0|E000000758
AGROCOMERCIAL Y SERVICIOS VETERI|0-0|E000000759
AGRODELRIO SPA|0-0|E000000760
AGROENERGIA INGENIERIA GENETICA|76020174-K|E000000761
AGROENZYMAS DE CHILE SPA |76013541-0|E000000762
AGROFEED COMERCIALIZADORA SPA|76412713-7|E000000763
AGROFORESTAL E INV TRIPOLI S A|94302000-0|E000000764
AGROFORESTAL E INVERSIONES MAI|0-0|E000000765
AGROFORESTAL E INVERSIONES TRIPOLI LIMIT|94302000-0|E000000766
AGROGRUPO BELTRAN LIMITADA|76756739-1|E000000767
AGROIMAGINA SPA|77528117-0|E000000768
AGROIN E INMOB LAS VIZCACHAS|0-0|E000000769
AGROINDUSTRIA SAN REMO S A|0-0|E000000770
AGROINDUSTRIAL A C BALDRICH CHILE LTDA|78059800-K|E000000771
AGROINDUSTRIAL ANDRADE SPA|76197540-4|E000000772
AGROINDUSTRIAL BLIGUEDER SPA|0-0|E000000773
AGROINDUSTRIAL DEL VALLE S A|76375980-6|E000000774
AGROINDUSTRIAL E INMOBILIARIA LA|0-0|E000000775
AGROINDUSTRIAL E INVERSIONES OSSES LTDA|78151940-5|E000000776
AGROINDUSTRIAL PULLIHUE LIMITADA|77342800-K|E000000777
AGROLMUE S A|0-0|E000000778
AGRONEGOCIOS Y ALIMENTOS DEL SUR|76758090-8|E000000779
AGROPECUARIA COPIHUE LIMITADA|78652550-0|E000000780
AGROPECUARIA FG Y COMPANIA|0-0|E000000781
AGROPECUARIA FORESTAL ACUICOLA E INMOB|76024673-5|E000000782
AGROPECUARIA UNIHUE LIMITADA|78013300-7|E000000783
AGROPRODEX INTERNACIONAL S A|0-0|E000000784
AGROPROMACO LTDA|0-0|E000000785
AGROSERVICIOS ELKIN LIMITADA|77989570-K|E000000786
AGROSPEC S A|79670620-1|E000000787
AGROSUPER C DE ALIMENTOS LTDA|0-0|E000000788
AGROSUPER COMERCIALIZADORA DE ALIMENTOS|76186951-5|E000000789
AGRUP PEQUENA CHACAREROS DE CHILE|0-0|E000000790
AGRUPACION ALFA ESP MEDICAS LTD|0-0|E000000791
AGRUPACION ASOCIADA AUSTRAL DE P|0-0|E000000792
AGRUPACION DE CONSULTAS OFTALMOL|0-0|E000000793
AGRUPACION DE DESARROLLO COMERCIAL SPA|77121489-4|E000000794
AGRUPACION PROFESIONALES DENTALES LTDA|0-0|E000000795
AGSA METAL|0-0|E000000796
AGSA METAL LTDA|0-0|E000000797
AGSAMETAL LTDA|0-0|E000000798
AGUA CIRCULAR ASESORIAS LIMITADA|76407216-2|E000000799
AGUA CLARA SPA|77337215-2|E000000800
AGUA DEL PALO SPA|76939617-9|E000000801
AGUA INVERSIONES LIMITADA|76184326-5|E000000802
